Locus,gene,mol_type,Len,sci_name,kew_id,family,genus,species,infraspecies,Duplicates,Ini_sci_name,TaxID
MT740251.1,rrn23,genomic DNA,2816,Actinidia hemsleyana,316468-1,Actinidiaceae,Actinidia,hemsleyana,,False,Actinidia hemsleyana,165707
MT755628.1,rrn23,genomic DNA,2810,Actinidia hubeiensis,980124-1,Actinidiaceae,Actinidia,hubeiensis,,False,Actinidia hubeiensis,222502
MT974475.1,rrn23,genomic DNA,2816,Actinidia indochinensis,56889-1,Actinidiaceae,Actinidia,indochinensis,,True,Actinidia indochinensis,165709
KY951993.1,rrn23,genomic DNA,2816,Actinidia kolomikta,828402-1,Actinidiaceae,Actinidia,kolomikta,,False,Actinidia kolomikta,165710
KY100980.1,rrn23,genomic DNA,2810,Actinidia kolomikta,828402-1,Actinidiaceae,Actinidia,kolomikta,,False,Actinidia kolomikta,165710
MK370725.1,rrn23,genomic DNA,2810,Actinidia lanceolata,316473-1,Actinidiaceae,Actinidia,lanceolata,,False,Actinidia lanceolata,165201
NC_046507.1,rrn23,genomic DNA,2810,Actinidia lanceolata,316473-1,Actinidiaceae,Actinidia,lanceolata,,False,Actinidia lanceolata,165201
NC_051880.1,rrn23,genomic DNA,2816,Actinidia latifolia,316474-1,Actinidiaceae,Actinidia,latifolia,,False,Actinidia latifolia,165711
MW057417.1,rrn23,genomic DNA,2816,Actinidia latifolia,316474-1,Actinidiaceae,Actinidia,latifolia,,False,Actinidia latifolia,165711
NC_066502.1,rrn23,genomic DNA,2816,Actinidia lijiangensis,937106-1,Actinidiaceae,Actinidia,lijiangensis,,False,Actinidia lijiangensis,222504
ON584555.1,rrn23,genomic DNA,2816,Actinidia lijiangensis,937106-1,Actinidiaceae,Actinidia,lijiangensis,,False,Actinidia lijiangensis,222504
NC_051887.1,rrn23,genomic DNA,2816,Actinidia macrosperma,903444-1,Actinidiaceae,Actinidia,macrosperma,,False,Actinidia macrosperma,165712
MN520000.1,rrn23,genomic DNA,2816,Actinidia macrosperma,903444-1,Actinidiaceae,Actinidia,macrosperma,,False,Actinidia macrosperma,165712
MK863365.1,rrn23,genomic DNA,2816,Actinidia melanandra,828403-1,Actinidiaceae,Actinidia,melanandra,,False,Actinidia melanandra,165713
PV243864.1,rrn23,genomic DNA,2814,Actinidia melanandra,828403-1,Actinidiaceae,Actinidia,melanandra,,False,Actinidia melanandra,165713
NC_031186.1,rrn23,genomic DNA,2816,Actinidia polygama,60472666-2,Actinidiaceae,Actinidia,polygama,,False,Actinidia polygama,64480
KX345297.1,rrn23,genomic DNA,2816,Actinidia polygama,60472666-2,Actinidiaceae,Actinidia,polygama,,False,Actinidia polygama,64480
NC_053769.1,rrn23,genomic DNA,2814,Actinidia rubus,316482-1,Actinidiaceae,Actinidia,rubus,,False,Actinidia rubus,2781649
MN652056.1,rrn23,genomic DNA,2814,Actinidia rubus,316482-1,Actinidiaceae,Actinidia,rubus,,False,Actinidia rubus,2781649
MF980719.1,rrn23,genomic DNA,2816,Actinidia rufa,828407-1,Actinidiaceae,Actinidia,rufa,,False,Actinidia rufa,165716
NC_039973.1,rrn23,genomic DNA,2816,Actinidia rufa,828407-1,Actinidiaceae,Actinidia,rufa,,False,Actinidia rufa,165716
MN627226.1,rrn23,genomic DNA,2816,Actinidia styracifolia,903447-1,Actinidiaceae,Actinidia,styracifolia,,False,Actinidia styracifolia,165718
PQ789263.1,rrn23,genomic DNA,2814,Actinidia suberifolia,56906-1,Actinidiaceae,Actinidia,suberifolia,,False,Actinidia suberifolia,1286524
NC_031187.1,rrn23,genomic DNA,2816,Actinidia tetramera,828410-1,Actinidiaceae,Actinidia,tetramera,,False,Actinidia tetramera,1735015
KX345298.1,rrn23,genomic DNA,2816,Actinidia tetramera,828410-1,Actinidiaceae,Actinidia,tetramera,,False,Actinidia tetramera,1735015
MN602331.1,rrn23,genomic DNA,2816,Actinidia valvata,316485-1,Actinidiaceae,Actinidia,valvata,,False,Actinidia valvata,165719
NC_050357.1,rrn23,genomic DNA,2816,Actinidia valvata,316485-1,Actinidiaceae,Actinidia,valvata,,False,Actinidia valvata,165719
MK318825.1,rrn23,genomic DNA,2810,Actinidia zhejiangensis,899088-1,Actinidiaceae,Actinidia,zhejiangensis,,False,Actinidia zhejiangensis,165720
NC_046477.1,rrn23,genomic DNA,2810,Actinidia zhejiangensis,899088-1,Actinidiaceae,Actinidia,zhejiangensis,,False,Actinidia zhejiangensis,165720
KX345299.1,rrn23,genomic DNA,2816,Clematoclethra scandens subsp. hemsleyi,955271-1,Actinidiaceae,Clematoclethra,scandens,hemsleyi,False,Clematoclethra scandens subsp. hemsleyi,1898425
PQ766598.1,rrn23,genomic DNA,2807,Aizoon canariense,360472-1,Aizoaceae,Aizoon,canariense,,True,Aizoon canariense,215926
MK904578.1,rrn23,genomic DNA,2809,Sesuvium portulacastrum,235145-2,Aizoaceae,Sesuvium,portulacastrum,,False,Sesuvium portulacastrum,221166
MW539047.1,rrn23,genomic DNA,2812,Sesuvium sesuvioides,58075-1,Aizoaceae,Sesuvium,sesuvioides,,False,Sesuvium sesuvioides,216017
NC_070250.1,rrn23,genomic DNA,2812,Sesuvium sesuvioides,58075-1,Aizoaceae,Sesuvium,sesuvioides,,False,Sesuvium sesuvioides,216017
NC_036991.1,rrn23,genomic DNA,2804,Tetragonia tetragonoides,364795-1,Aizoaceae,Tetragonia,tetragonoides,,False,Tetragonia tetragonoides,45318
MF975369.1,rrn23,genomic DNA,2804,Tetragonia tetragonoides,364795-1,Aizoaceae,Tetragonia,tetragonoides,,False,Tetragonia tetragonoides,45318
MG189708.1,rrn23,genomic DNA,2810,Bretschneidera sinensis,782165-1,Akaniaceae,Bretschneidera,sinensis,,False,Bretschneidera sinensis,28529
OM629193.1,rrn23,genomic DNA,2810,Bretschneidera sinensis,782165-1,Akaniaceae,Bretschneidera,sinensis,,False,Bretschneidera sinensis,28529
NC_044108.1,rrn23,genomic DNA,2812,Alisma plantago-aquatica,30019518-2,Alismataceae,Alisma,plantago-aquatica,,False,Alisma plantago-aquatica,15000
MK090659.1,rrn23,genomic DNA,2812,Alisma plantago-aquatica,30019518-2,Alismataceae,Alisma,plantago-aquatica,,False,Alisma plantago-aquatica,15000
OR773541.1,rrn23,genomic DNA,2812,Alisma plantago-aquatica subsp. orientale,60444562-2,Alismataceae,Alisma,plantago-aquatica,orientale,False,Alisma plantago-aquatica subsp. orientale,262913
OR522698.1,rrn23,genomic DNA,2812,Alisma plantago-aquatica subsp. orientale,60444562-2,Alismataceae,Alisma,plantago-aquatica,orientale,False,Alisma plantago-aquatica subsp. orientale,262913
PV541173.1,rrn23,genomic DNA,2812,Alisma wahlenbergii,60449258-2,Alismataceae,Alisma,wahlenbergii,,False,Alisma wahlenbergii,365735
NC_045925.1,rrn23,genomic DNA,2810,Caldesia grandis,58292-1,Alismataceae,Caldesia,grandis,,False,Caldesia grandis,349097
MH262300.2,rrn23,genomic DNA,2810,Caldesia grandis,58292-1,Alismataceae,Caldesia,grandis,,False,Caldesia grandis,349097
MH262301.2,rrn23,genomic DNA,2811,Caldesia parnassifolia,58293-1,Alismataceae,Caldesia,parnassifolia,,False,Caldesia parnassifolia,217073
NC_045926.1,rrn23,genomic DNA,2810,Caldesia parnassifolia,58293-1,Alismataceae,Caldesia,parnassifolia,,False,Caldesia parnassifolia,217073
PV633786.1,rrn23,genomic DNA,2869,Hydrocleys nymphoides,58399-1,Alismataceae,Hydrocleys,nymphoides,,False,Hydrocleys nymphoides,55466
NC_067603.1,rrn23,genomic DNA,2808,Sagittaria graminea,225249-2,Alismataceae,Sagittaria,graminea,,False,Sagittaria graminea,146149
OL351264.1,rrn23,genomic DNA,2808,Sagittaria graminea,225249-2,Alismataceae,Sagittaria,graminea,,False,Sagittaria graminea,146149
NC_044119.1,rrn23,genomic DNA,2810,Sagittaria trifolia,58596-1,Alismataceae,Sagittaria,trifolia,,False,Sagittaria trifolia,63789
MK090658.1,rrn23,genomic DNA,2810,Sagittaria trifolia,58596-1,Alismataceae,Sagittaria,trifolia,,False,Sagittaria trifolia,63789
MT079212.1,rrn23,genomic DNA,2810,Liquidambar acalycina,430700-1,Altingiaceae,Liquidambar,acalycina,,False,Liquidambar acalycina,63358
NC_046936.1,rrn23,genomic DNA,2810,Liquidambar acalycina,430700-1,Altingiaceae,Liquidambar,acalycina,,False,Liquidambar acalycina,63358
ON729379.1,rrn23,genomic DNA,2809,Liquidambar caudata,77134707-1,Altingiaceae,Liquidambar,caudata,,False,Semiliquidambar caudata,366472
OP005521.1,rrn23,genomic DNA,2809,Liquidambar chinensis,430707-1,Altingiaceae,Liquidambar,chinensis,,False,Liquidambar chinensis,3020272
ON729376.1,rrn23,genomic DNA,2809,Liquidambar chinensis,430707-1,Altingiaceae,Liquidambar,chinensis,,False,Liquidambar chinensis,3020272
MN837678.1,rrn23,genomic DNA,2810,Liquidambar chingii,77134708-1,Altingiaceae,Liquidambar,chingii,,False,Semiliquidambar cathayensis,99446
MN782512.1,rrn23,genomic DNA,2810,Liquidambar chingii,77134708-1,Altingiaceae,Liquidambar,chingii,,False,Semiliquidambar cathayensis,99446
NC_048995.1,rrn23,genomic DNA,2809,Liquidambar excelsa,58631-1,Altingiaceae,Liquidambar,excelsa,,False,Liquidambar excelsa,64109
