Locus,Len,sci_name,kew_id,family,genus,species,infraspecies,Duplicates,Ini_sci_name
3722561.0,552,Justicia brenesii,132809-2,Acanthaceae,Justicia,brenesii,,False,Justicia brenesii
6259008.0,536,Barleria eranthemoides,45961-1,Acanthaceae,Barleria,eranthemoides,,False,Barleria eranthemoides
3833563.0,552,Bravaisia integerrima,36223-2,Acanthaceae,Bravaisia,integerrima,,False,Bravaisia integerrima
6188990.0,552,Thunbergia tsavoensis,77092208-1,Acanthaceae,Thunbergia,tsavoensis,,False,Thunbergia tsavoensis
3833587.0,552,Carlowrightia arizonica,46826-1,Acanthaceae,Carlowrightia,arizonica,,False,Carlowrightia arizonica
5303864.0,568,Justicia adhatoda,50237-1,Acanthaceae,Justicia,adhatoda,,False,Adhatoda vesica
15079398.0,553,Dianthera pectoralis,47290-1,Acanthaceae,Dianthera,pectoralis,,False,Dianthera pectoralis
3833584.0,552,Justicia salma-margaritae,77088434-1,Acanthaceae,Justicia,salma-margaritae,,False,Justicia salma-margaritae
6188911.0,553,Barleria submollis,46240-1,Acanthaceae,Barleria,submollis,,False,Barleria submollis
4163607.0,552,Crossandra fruticulosa,47006-1,Acanthaceae,Crossandra,fruticulosa,,False,Crossandra fruticulosa
8161790.0,534,Crabbea velutina,46982-1,Acanthaceae,Crabbea,velutina,,False,Crabbea velutina
15789605.0,541,Phlogacanthus colaniae,53053-1,Acanthaceae,Phlogacanthus,colaniae,,False,Phlogacanthus colaniae
3715017.0,552,Thunbergia grandiflora,117460-3,Acanthaceae,Thunbergia,grandiflora,,False,Thunbergia grandiflora
6027067.0,579,Barleria prattensis,46144-1,Acanthaceae,Barleria,prattensis,,False,Barleria prattensis
6797686.0,552,Thunbergia coccinea,60460291-2,Acanthaceae,Thunbergia,coccinea,,False,Thunbergia coccinea
16769536.0,547,Dyschoriste repens,86405-2,Acanthaceae,Dyschoriste,repens,,False,Dyschoriste repens
5382374.0,552,Whitfieldia lateritia,56558-1,Acanthaceae,Whitfieldia,lateritia,,False,Whitfieldia lateritia
15079429.0,553,Aphelandra crispata,16163-2,Acanthaceae,Aphelandra,crispata,,False,Aphelandra crispata
5382370.0,552,Rungia paxiana,54798-1,Acanthaceae,Rungia,paxiana,,False,Rungia buettneri
10246756.0,521,Barleria pungens,46160-1,Acanthaceae,Barleria,pungens,,True,Barleria pungens
6180996.0,572,Rostellularia procumbens,53735-1,Acanthaceae,Rostellularia,procumbens,,True,Justicia procumbens
6075174.0,552,Dianthera americana,78915-2,Acanthaceae,Dianthera,americana,,False,Justicia americana
15079454.0,553,Pachystachys lutea,52814-1,Acanthaceae,Pachystachys,lutea,,False,Pachystachys lutea
3921062.0,552,Blepharis sp.,46487-1,Acanthaceae,Blepharis,,,True,Blepharis furcata
15052219.0,553,Elytraria caroliniensis,90431-2,Acanthaceae,Elytraria,caroliniensis,,False,Elytraria caroliniensis
3833568.0,552,Ruellia foetida,54070-1,Acanthaceae,Ruellia,foetida,,False,Ruellia foetida
5382371.0,552,Rungia guineensis,54772-1,Acanthaceae,Rungia,guineensis,,False,Rungia guineensis
3292189.0,552,Justicia macrantha,320656-2,Acanthaceae,Justicia,macrantha,,False,Justicia macrantha
3404811.0,552,Anisotes longistrobus,77147174-1,Acanthaceae,Anisotes,longistrobus,,False,Metarungia longistrobus
3655646.0,552,Crossandra fruticulosa,47006-1,Acanthaceae,Crossandra,fruticulosa,,False,Crossandra fruticulosa
3997091.0,552,Aphelandra squarrosa,315544-2,Acanthaceae,Aphelandra,squarrosa,,False,Aphelandra squarrosa
4121686.0,552,Justicia flava,50729-1,Acanthaceae,Justicia,flava,,True,Justicia flava
15079343.0,553,Acanthus mollis,44892-1,Acanthaceae,Acanthus,mollis,,False,Acanthus mollis
3833575.0,552,Ruellia paniculata,54389-1,Acanthaceae,Ruellia,paniculata,,True,Ruellia paniculata
4015147.0,552,Ruellia stemonacanthoides,54612-1,Acanthaceae,Ruellia,stemonacanthoides,,False,Ruellia stemonacanthoides
5382361.0,552,Crossandrella adamii,47058-1,Acanthaceae,Crossandrella,adamii,,False,Crossandrella adamii
16719158.0,571,Justicia patentiflora,51299-1,Acanthaceae,Justicia,patentiflora,,False,Justicia patentiflora
3655588.0,552,Barleria obtusa,46112-1,Acanthaceae,Barleria,obtusa,,False,Barleria obtusa
3772185.0,552,Sclerochiton harveyanus,54992-1,Acanthaceae,Sclerochiton,harveyanus,,False,Sclerochiton harveyanus
6797669.0,549,Pseuderanthemum lanceolatum,211157-2,Acanthaceae,Pseuderanthemum,lanceolatum,,False,Jasminum lanceolarium
3921053.0,552,Acanthopsis disperma,44831-1,Acanthaceae,Acanthopsis,disperma,,False,Acanthopsis disperma
5382363.0,552,Justicia extensa,50703-1,Acanthaceae,Justicia,extensa,,False,Justicia extensa
3678130.0,552,Hypoestes floribunda,49895-1,Acanthaceae,Hypoestes,floribunda,,False,Hypoestes floribunda
4696228.0,552,Ruellia strepens,54614-1,Acanthaceae,Ruellia,strepens,,False,Ruellia strepens
3655608.0,552,Justicia protracta,51394-1,Acanthaceae,Justicia,protracta,,False,Justicia protracta
5628984.0,527,Blepharis maderaspatensis,46553-1,Acanthaceae,Blepharis,maderaspatensis,,False,Blepharis maderaspatensis
3678129.0,552,Ruellia sp.,326011-2,Acanthaceae,Ruellia,,,False,Ruellia sp.
5125738.0,552,Ruellia cordata,53950-1,Acanthaceae,Ruellia,cordata,,True,Ruellia cordata
3833576.0,552,Ruellia paniculata,54389-1,Acanthaceae,Ruellia,paniculata,,True,Ruellia paniculata
7092548.0,558,Rungia elegans,54766-1,Acanthaceae,Rungia,elegans,,False,Rungia elegans
5520707.0,552,Justicia orchioides,51250-1,Acanthaceae,Justicia,orchioides,,True,Justicia orchioides
5146554.0,552,Brachystephanus jaundensis,46629-1,Acanthaceae,Brachystephanus,jaundensis,,False,Brachystephanus jaundensis
7524511.0,542,Barleria lupulina,46059-1,Acanthaceae,Barleria,lupulina,,False,Barleria lupulina
5125718.0,552,Ruelliopsis setosa,54744-1,Acanthaceae,Ruelliopsis,setosa,,False,Ruelliopsis setosa
3833592.0,552,Henrya insularis,320651-2,Acanthaceae,Henrya,insularis,,False,Henrya insularis
3639812.0,552,Thunbergia neglecta,56370-1,Acanthaceae,Thunbergia,neglecta,,False,Thunbergia neglecta
5382369.0,552,Ruellia primuloides,54450-1,Acanthaceae,Ruellia,primuloides,,False,Ruellia primuloides
