Locus,gene,mol_type,Len,sci_name,kew_id,family,genus,species,infraspecies,Duplicates,Ini_sci_name,TaxID
AB233531.1,18S ribosomal RNA,genomic DNA,1736,Kiggelaria africana,111770-1,Achariaceae,Kiggelaria,africana,,False,Kiggelaria africana,112821
AY674609.1,18S ribosomal RNA,genomic DNA,1681,Kiggelaria sp.,4346-1,Achariaceae,Kiggelaria,,,False,Kiggelaria sp. Alford 51,289678
AF206979.1,18S ribosomal RNA,genomic DNA,1738,Pangium edule,111972-1,Achariaceae,Pangium,edule,,False,Pangium edule,112823
HQ843433.1,18S ribosomal RNA,genomic DNA,1483,Phaulothamnus spinescens,327318-2,Achatocarpaceae,Phaulothamnus,spinescens,,False,Phaulothamnus spinescens,3600
L24078.1,18S ribosomal RNA,genomic DNA,1761,Acorus calamus,84009-1,Acoraceae,Acorus,calamus,,False,Acorus calamus,4465
KM103387.1,18S ribosomal RNA,genomic DNA,1740,Acorus calamus,84009-1,Acoraceae,Acorus,calamus,,False,Acorus calamus,4465
AF197584.1,18S ribosomal RNA,genomic DNA,1744,Acorus gramineus,84019-1,Acoraceae,Acorus,gramineus,,False,Acorus gramineus,55184
OR066316.1,rrn18,genomic DNA,1550,Acorus verus,84033-1,Acoraceae,Acorus,verus,,False,Acorus tatarinowii,123564
OR066317.1,18S ribosomal RNA,genomic DNA,1550,Acorus verus,84033-1,Acoraceae,Acorus,verus,,False,Acorus tatarinowii,123564
AF419792.1,18S ribosomal RNA,genomic DNA,1789,Actinidia chinensis,828396-1,Actinidiaceae,Actinidia,chinensis,,False,Actinidia chinensis,3625
XR_009029631.1,18S ribosomal RNA,rRNA,1809,Actinidia eriantha,828399-1,Actinidiaceae,Actinidia,eriantha,,False,Actinidia eriantha,165200
XR_009032651.1,18S ribosomal RNA,rRNA,1807,Actinidia eriantha,828399-1,Actinidiaceae,Actinidia,eriantha,,False,Actinidia eriantha,165200
U42495.1,18S ribosomal RNA,genomic DNA,1737,Actinidia sp.,38999-1,Actinidiaceae,Actinidia,,,False,Actinidia sp. Morgan s.n.,45315
AF206839.1,18S ribosomal RNA,genomic DNA,1741,Aextoxicon punctatum,338257-1,Aextoxicaceae,Aextoxicon,punctatum,,False,Aextoxicon punctatum,39268
AF206899.1,18S ribosomal RNA,genomic DNA,1756,Delosperma echinatum,361486-1,Aizoaceae,Delosperma,echinatum,,False,Delosperma echinatum,85190
HQ843428.1,18S ribosomal RNA,genomic DNA,1512,Delosperma napiforme,361531-1,Aizoaceae,Delosperma,napiforme,,False,Delosperma napiforme,246247
KC146551.1,18S ribosomal RNA,genomic DNA,1698,Sesuvium portulacastrum,235145-2,Aizoaceae,Sesuvium,portulacastrum,,False,Sesuvium portulacastrum,221166
U42496.1,18S ribosomal RNA,genomic DNA,1713,Tetragonia tetragonoides,364795-1,Aizoaceae,Tetragonia,tetragonoides,,False,Tetragonia tetragonoides,45318
AY952405.1,18S ribosomal RNA,genomic DNA,1669,Albidella oligococca,77163628-1,Alismataceae,Albidella,oligococca,,False,Albidella oligococca,2890917
AF197585.1,18S ribosomal RNA,genomic DNA,1743,Alisma plantago-aquatica,30019518-2,Alismataceae,Alisma,plantago-aquatica,,False,Alisma plantago-aquatica,15000
JF975495.1,18S ribosomal RNA,genomic DNA,1644,Alisma plantago-aquatica,30019518-2,Alismataceae,Alisma,plantago-aquatica,,False,Alisma plantago-aquatica,15000
JN034099.1,18S ribosomal RNA,genomic DNA,1615,Caldesia parnassifolia,58293-1,Alismataceae,Caldesia,parnassifolia,,False,Caldesia parnassifolia,217073
JN034100.1,18S ribosomal RNA,genomic DNA,1615,Echinodorus sp.,30011701-2,Alismataceae,Echinodorus,,,False,Echinodorus sp. 1 LYC-2011,1046413
AY952397.1,18S ribosomal RNA,genomic DNA,1716,Hydrocleys nymphoides,58399-1,Alismataceae,Hydrocleys,nymphoides,,False,Hydrocleys nymphoides,55466
AY952395.1,18S ribosomal RNA,genomic DNA,1692,Limnocharis flava,58404-1,Alismataceae,Limnocharis,flava,,False,Limnocharis flava,55477
JN034101.1,18S ribosomal RNA,genomic DNA,1615,Limnophyton sp.,1091-1,Alismataceae,Limnophyton,,,False,Limnophyton sp. LYC-2011,1052518
AY952388.1,18S ribosomal RNA,genomic DNA,1628,Ranalisma rostrata,58439-1,Alismataceae,Ranalisma,rostrata,,False,Ranalisma rostratum,258213
KM103407.1,18S ribosomal RNA,genomic DNA,1733,Sagittaria sp.,30006593-2,Alismataceae,Sagittaria,,,False,Sagittaria sp. KH-2014,1552349
AF206844.1,18S ribosomal RNA,genomic DNA,1747,Alseuosmia macrophylla,148249-1,Alseuosmiaceae,Alseuosmia,macrophylla,,False,Alseuosmia macrophylla,49583
KP420428.1,18S ribosomal RNA,genomic DNA,1693,Alstroemeria aurea,62457-1,Alstroemeriaceae,Alstroemeria,aurea,,True,Alstroemeria aurea,56742
AF206871.1,18S ribosomal RNA,genomic DNA,1745,Bomarea edulis,63283-1,Alstroemeriaceae,Bomarea,edulis,,False,Bomarea hirtella,59037
KP420429.1,18S ribosomal RNA,genomic DNA,1713,Bomarea edulis,63283-1,Alstroemeriaceae,Bomarea,edulis,,False,Bomarea edulis,198697
KP420431.1,18S ribosomal RNA,genomic DNA,1695,Luzuriaga radicans,279952-2,Alstroemeriaceae,Luzuriaga,radicans,,False,Luzuriaga radicans,59097
U42552.1,18S ribosomal RNA,genomic DNA,1741,Liquidambar sp.,30008300-2,Altingiaceae,Liquidambar,,,False,Liquidambar sp. Qiu 93006,45169
U42553.1,18S ribosomal RNA,genomic DNA,1727,Liquidambar styraciflua,430718-1,Altingiaceae,Liquidambar,styraciflua,,False,Liquidambar styraciflua,4400
AM235484.1,18S ribosomal RNA,genomic DNA,1628,Alzatea verticillata,30130749-2,Alzateaceae,Alzatea,verticillata,,False,Alzatea verticillata,39982
OP177683.1,18S ribosomal RNA,genomic DNA,1934,Amaranthus tricolor,327386-2,Amaranthaceae,Amaranthus,tricolor,,False,Amaranthus tricolor,29722
XR_009045727.1,18S ribosomal RNA,rRNA,1823,Amaranthus tricolor,327386-2,Amaranthaceae,Amaranthus,tricolor,,False,Amaranthus tricolor,29722
FJ669720.1,18S ribosomal RNA,genomic DNA,1699,Beta vulgaris,164505-1,Amaranthaceae,Beta,vulgaris,,False,Beta vulgaris,161934
FP885871.1,18S ribosomal RNA,genomic DNA,1932,Beta vulgaris subsp. vulgaris,165550-3,Amaranthaceae,Beta,vulgaris,vulgaris,False,Beta vulgaris subsp. maritima,350892
FQ014226.1,18S ribosomal RNA,genomic DNA,1932,Beta vulgaris subsp. vulgaris,165550-3,Amaranthaceae,Beta,vulgaris,vulgaris,False,Beta vulgaris subsp. maritima,350892
AF206883.1,18S ribosomal RNA,genomic DNA,1736,Celosia argentea,316350-2,Amaranthaceae,Celosia,argentea,,False,Celosia argentea,46112
NC_086917.1,18S ribosomal RNA,genomic DNA,1933,Chenopodium suecicum,165253-1,Amaranthaceae,Chenopodium,suecicum,,False,Chenopodium suecicum,434248
PP314232.1,rrn18,genomic DNA,1933,Chenopodium suecicum,165253-1,Amaranthaceae,Chenopodium,suecicum,,False,Chenopodium suecicum,434248
PQ468275.1,18S ribosomal RNA,genomic DNA,1931,Halogeton glomeratus,60448682-2,Amaranthaceae,Halogeton,glomeratus,,False,Halogeton glomeratus,454499
OR296702.1,18S ribosomal RNA,genomic DNA,1932,Haloxylon ammodendron,941607-1,Amaranthaceae,Haloxylon,ammodendron,,False,Haloxylon ammodendron,151230
JX446578.1,18S ribosomal RNA,genomic DNA,1702,Salicornia bigelovii,166494-1,Amaranthaceae,Salicornia,bigelovii,,False,Salicornia bigelovii,46105
JX446577.1,18S ribosomal RNA,genomic DNA,1645,Salicornia bigelovii,166494-1,Amaranthaceae,Salicornia,bigelovii,,False,Salicornia bigelovii,46105
XR_008925639.1,18S ribosomal RNA,rRNA,1814,Spinacia oleracea,167384-1,Amaranthaceae,Spinacia,oleracea,,False,Spinacia oleracea,3562
XR_008925468.1,18S ribosomal RNA,rRNA,1812,Spinacia oleracea,167384-1,Amaranthaceae,Spinacia,oleracea,,False,Spinacia oleracea,3562
GQ497566.1,18S ribosomal RNA,genomic DNA,1782,Agapanthus africanus,527258-1,Amaryllidaceae,Agapanthus,africanus,,False,Agapanthus africanus,51501
HM640715.1,18S ribosomal RNA,genomic DNA,1740,Agapanthus africanus,527258-1,Amaryllidaceae,Agapanthus,africanus,,False,Agapanthus africanus,51501
AP018388.1,18S ribosomal RNA,genomic DNA,1879,Allium cepa,527795-1,Amaryllidaceae,Allium,cepa,,False,Allium cepa,4679
MK770757.1,18S ribosomal RNA,genomic DNA,1809,Allium cepa,527795-1,Amaryllidaceae,Allium,cepa,,False,Allium cepa,4679
JQ283942.1,18S ribosomal RNA,genomic DNA,1788,Allium fistulosum,528046-1,Amaryllidaceae,Allium,fistulosum,,False,Allium fistulosum,35875
JN797259.1,18S ribosomal RNA,genomic DNA,1668,Allium fistulosum,528046-1,Amaryllidaceae,Allium,fistulosum,,False,Allium fistulosum,35875
JN797262.1,18S ribosomal RNA,genomic DNA,1686,Allium lusitanicum,528348-1,Amaryllidaceae,Allium,lusitanicum,,False,Allium senescens subsp. montanum,258997
JN797260.1,18S ribosomal RNA,genomic DNA,1671,Allium obliquum,528506-1,Amaryllidaceae,Allium,obliquum,,False,Allium obliquum,166816
HM640714.1,18S ribosomal RNA,genomic DNA,1739,Allium ochotense,528513-1,Amaryllidaceae,Allium,ochotense,,False,Allium victorialis var. platyphyllum,93498
MK770772.1,18S ribosomal RNA,genomic DNA,1810,Allium sativum,528796-1,Amaryllidaceae,Allium,sativum,,False,Allium sativum,4682
JF719285.1,18S ribosomal RNA,genomic DNA,1661,Allium sativum,528796-1,Amaryllidaceae,Allium,sativum,,False,Allium sativum,4682
JN797261.1,18S ribosomal RNA,genomic DNA,1662,Allium schoenoprasum,528823-1,Amaryllidaceae,Allium,schoenoprasum,,False,Allium schoenoprasum,74900
JX096474.1,18S ribosomal RNA,genomic DNA,1681,Allium tuberosum,529062-1,Amaryllidaceae,Allium,tuberosum,,True,Allium tuberosum,4683
JX096484.1,18S ribosomal RNA,genomic DNA,1681,Allium tuberosum,529062-1,Amaryllidaceae,Allium,tuberosum,,True,Allium tuberosum,4683
MK770766.1,18S ribosomal RNA,genomic DNA,1809,Allium ursinum,529088-1,Amaryllidaceae,Allium,ursinum,,False,Allium ursinum,4684
JQ283909.1,18S ribosomal RNA,genomic DNA,1790,Amaryllis belladonna,62705-1,Amaryllidaceae,Amaryllis,belladonna,,True,Amaryllis belladonna,51432
AF206889.1,18S ribosomal RNA,genomic DNA,1740,Clivia nobilis,63634-1,Amaryllidaceae,Clivia,nobilis,,False,Clivia nobilis,112537
JQ283938.1,18S ribosomal RNA,genomic DNA,1788,Crinum asiaticum,63796-1,Amaryllidaceae,Crinum,asiaticum,,False,Crinum asiaticum,205937
HM640718.1,18S ribosomal RNA,genomic DNA,1738,Crinum asiaticum var. japonicum,77188831-1,Amaryllidaceae,Crinum,asiaticum,japonicum,False,Crinum asiaticum var. japonicum,928048
JQ283927.1,18S ribosomal RNA,genomic DNA,1789,Gilliesia graminea,535923-1,Amaryllidaceae,Gilliesia,graminea,,False,Gilliesia graminea,51450
HM751211.1,18S ribosomal RNA,genomic DNA,1738,Ipheion uniflorum,536909-1,Amaryllidaceae,Ipheion,uniflorum,,False,Ipheion uniflorum,82527
HM640716.1,18S ribosomal RNA,genomic DNA,1736,Lycoris chinensis,65792-1,Amaryllidaceae,Lycoris,chinensis,,False,Lycoris uydoensis,928062
JX975644.1,18S ribosomal RNA,genomic DNA,1624,Lycoris radiata,60455959-2,Amaryllidaceae,Lycoris,radiata,,True,Lycoris radiata,228395
JX975643.1,18S ribosomal RNA,genomic DNA,1622,Lycoris radiata,60455959-2,Amaryllidaceae,Lycoris,radiata,,True,Lycoris radiata,228395
JX975620.1,18S ribosomal RNA,genomic DNA,1611,Lycoris squamigera,65810-1,Amaryllidaceae,Lycoris,squamigera,,False,Lycoris squamigera,112568
JX975618.1,18S ribosomal RNA,genomic DNA,1591,Lycoris squamigera,65810-1,Amaryllidaceae,Lycoris,squamigera,,False,Lycoris squamigera,112568
HM640717.1,18S ribosomal RNA,genomic DNA,1738,Narcissus tazetta subsp. chinensis,77189681-1,Amaryllidaceae,Narcissus,tazetta,chinensis,False,Narcissus tazetta subsp. chinensis,391288
EU715294.1,18S ribosomal RNA,genomic DNA,1468,Narcissus tazetta subsp. chinensis,77189681-1,Amaryllidaceae,Narcissus,tazetta,chinensis,False,Narcissus tazetta subsp. chinensis,391288
JQ283911.1,18S ribosomal RNA,genomic DNA,1789,Scadoxus cinnabarinus,66761-1,Amaryllidaceae,Scadoxus,cinnabarinus,,False,Scadoxus cinnabarinus,112577
JQ283910.1,18S ribosomal RNA,genomic DNA,1791,Urceolina  grandiflora,261579-2,Amaryllidaceae,Urceolina,grandiflora,,False,Eucharis x grandiflora,44989
U42497.1,18S ribosomal RNA,genomic DNA,1741,Amborella trichopoda,581745-1,Amborellaceae,Amborella,trichopoda,,False,Amborella trichopoda,13333
AF509498.1,18S ribosomal RNA,genomic DNA,1756,Anacardium occidentale,319068-2,Anacardiaceae,Anacardium,occidentale,,False,Anacardium occidentale,171929
XR_006500183.1,18S ribosomal RNA,rRNA,1814,Mangifera indica,69913-1,Anacardiaceae,Mangifera,indica,,False,Mangifera indica,29780
XR_006500185.1,18S ribosomal RNA,rRNA,1814,Mangifera indica,69913-1,Anacardiaceae,Mangifera,indica,,False,Mangifera indica,29780
XR_004127356.1,18S ribosomal RNA,rRNA,1796,Pistacia vera,70280-1,Anacardiaceae,Pistacia,vera,,False,Pistacia vera,55513
GU476469.1,18S ribosomal RNA,genomic DNA,1619,Rhus taitensis,70896-1,Anacardiaceae,Rhus,taitensis,,False,Rhus taitensis,384978
GU476470.1,18S ribosomal RNA,genomic DNA,1619,Rhus typhina,70939-1,Anacardiaceae,Rhus,typhina,,False,Rhus typhina,255348
AF207015.1,18S ribosomal RNA,genomic DNA,1739,Schinus molle,71044-1,Anacardiaceae,Schinus,molle,,False,Schinus molle,43851
GU476471.1,18S ribosomal RNA,genomic DNA,1619,Searsia quartiniana,20002585-1,Anacardiaceae,Searsia,quartiniana,,False,Searsia quartiniana,298681
KX522674.1,18S ribosomal RNA,genomic DNA,1809,Spondias tuberosa,71506-1,Anacardiaceae,Spondias,tuberosa,,False,Spondias tuberosa,991123
AF206846.1,18S ribosomal RNA,genomic DNA,1739,Ancistrocladus korupensis,975426-1,Ancistrocladaceae,Ancistrocladus,korupensis,,False,Ancistrocladus korupensis,63089
AY968390.1,18S ribosomal RNA,genomic DNA,1785,Anisophyllea corneri,719468-1,Anisophylleaceae,Anisophyllea,corneri,,False,Anisophyllea corneri,68824
AF534775.1,18S ribosomal RNA,genomic DNA,1793,Anisophyllea fallax,719474-1,Anisophylleaceae,Anisophyllea,fallax,,False,Anisophyllea fallax,106632
AY929365.1,18S ribosomal RNA,genomic DNA,1785,Anisophyllea fallax,719474-1,Anisophylleaceae,Anisophyllea,fallax,,False,Anisophyllea fallax,106632
AY968393.1,18S ribosomal RNA,genomic DNA,1771,Combretocarpus rotundatus,719716-1,Anisophylleaceae,Combretocarpus,rotundatus,,False,Combretocarpus rotundatus,61144
AF206850.1,18S ribosomal RNA,genomic DNA,1665,Annona muricata,14308-2,Annonaceae,Annona,muricata,,False,Annona muricata,13337
AF206856.1,18S ribosomal RNA,genomic DNA,1725,Asimina triloba,72521-1,Annonaceae,Asimina,triloba,,False,Asimina triloba,12953
AF469770.1,18S ribosomal RNA,genomic DNA,1726,Cananga odorata,72580-1,Annonaceae,Cananga,odorata,,False,Cananga odorata,13393
L54061.2,18S ribosomal RNA,genomic DNA,1686,Isolona sp.,2055-1,Annonaceae,Isolona,,,False,Isolona sp. Chase 542,49750
AF193938.1,18S ribosomal RNA,genomic DNA,1650,Polyalthia suberosa,74734-1,Annonaceae,Polyalthia,suberosa,,False,Polyalthia suberosa,105757
AF274600.1,18S ribosomal RNA,genomic DNA,1790,Aphanopetalum resinosum,790237-1,Aphanopetalaceae,Aphanopetalum,resinosum,,False,Aphanopetalum resinosum,131160
AF206851.1,18S ribosomal RNA,genomic DNA,1705,Aphloia theiformis,111447-1,Aphloiaceae,Aphloia,theiformis,,False,Aphloia theiformis,112806
D84297.1,18S ribosomal RNA,genomic DNA,1808,Angelica acutiloba var. acutiloba,77228542-1,Apiaceae,Angelica,acutiloba,acutiloba,False,Angelica acutiloba var. sugiyamae,279741
OR499864.1,rrn18,genomic DNA,1942,Angelica biserrata,914819-1,Apiaceae,Angelica,biserrata,,False,Angelica biserrata,357970
PP049078.1,rrn18,genomic DNA,1936,Angelica dahurica,60451989-2,Apiaceae,Angelica,dahurica,,False,Angelica dahurica,48101
DQ647697.2,18S ribosomal RNA,genomic DNA,1806,Angelica gigas,837629-1,Apiaceae,Angelica,gigas,,False,Angelica gigas,85712
XR_012567899.1,18S ribosomal RNA,rRNA,1813,Apium graveolens,838067-1,Apiaceae,Apium,graveolens,,True,Apium graveolens,4045
XR_012567909.1,18S ribosomal RNA,rRNA,1813,Apium graveolens,838067-1,Apiaceae,Apium,graveolens,,True,Apium graveolens,4045
GQ983561.1,18S ribosomal RNA,genomic DNA,1725,Azorella trifurcata,838647-1,Apiaceae,Azorella,trifurcata,,False,Azorella trifurcata,52508
JQ612129.1,18S ribosomal RNA,genomic DNA,1707,Bupleurum sp.,839355-1,Apiaceae,Bupleurum,,,True,Bupleurum mucronatum,1162816
MN261947.1,18S ribosomal RNA,genomic DNA,1935,Caucalis platycarpos,839978-1,Apiaceae,Caucalis,platycarpos,,True,Caucalis platycarpos,52456
PV739436.1,rrn18,genomic DNA,1901,Centella asiatica,1197718-2,Apiaceae,Centella,asiatica,,False,Centella asiatica,48106
PV739434.1,rrn18,genomic DNA,1901,Centella asiatica,1197718-2,Apiaceae,Centella,asiatica,,False,Centella asiatica,48106
KT179692.1,18S ribosomal RNA,genomic DNA,1809,Cicuta maculata,58605-2,Apiaceae,Cicuta,maculata,,False,Cicuta maculata,178650
PP968945.1,18S ribosomal RNA,genomic DNA,1936,Cnidium monnieri,840463-1,Apiaceae,Cnidium,monnieri,,False,Cnidium monnieri,94007
D83028.1,18S ribosomal RNA,genomic DNA,1808,Conioselinum anthriscoides,77146159-1,Apiaceae,Conioselinum,anthriscoides,,False,Conioselinum anthriscoides,3420723
D83027.1,18S ribosomal RNA,genomic DNA,1808,Conioselinum officinale,77315591-1,Apiaceae,Conioselinum,officinale,,False,Conioselinum officinale,54711
KT179693.1,18S ribosomal RNA,genomic DNA,1809,Conium maculatum,840668-1,Apiaceae,Conium,maculatum,,False,Conium maculatum,13447
MW477238.1,18S ribosomal RNA,genomic DNA,1463,Coriandrum sativum,840760-1,Apiaceae,Coriandrum,sativum,,False,Coriandrum sativum,4047
NC_072550.1,18S ribosomal RNA,genomic DNA,1936,Cuminum cyminum,840882-1,Apiaceae,Cuminum,cyminum,,False,Cuminum cyminum,52462
OP800912.1,rrn18,genomic DNA,1936,Cuminum cyminum,840882-1,Apiaceae,Cuminum,cyminum,,False,Cuminum cyminum,52462
MN261948.1,rrn18,genomic DNA,1936,Daucus aureus,841042-1,Apiaceae,Daucus,aureus,,False,Daucus aureus,79164
MN261951.1,18S ribosomal RNA,genomic DNA,1936,Daucus carota subsp. capillifolius,77201822-1,Apiaceae,Daucus,carota,capillifolius,False,Daucus carota subsp. capillifolius,180796
MN261954.1,rrn18,genomic DNA,1936,Daucus carota subsp. carota,77228982-1,Apiaceae,Daucus,carota,carota,False,Daucus carota subsp. carota,79196
MN261952.1,18S ribosomal RNA,genomic DNA,1936,Daucus carota subsp. carota,77228982-1,Apiaceae,Daucus,carota,carota,False,Daucus carota subsp. carota,79196
MN261959.1,rrn18,genomic DNA,1936,Daucus carota subsp. gummifer,60466895-2,Apiaceae,Daucus,carota,gummifer,False,Daucus carota subsp. gummifer,79197
MN261956.1,18S ribosomal RNA,genomic DNA,1936,Daucus carota subsp. gummifer,60466895-2,Apiaceae,Daucus,carota,gummifer,False,Daucus carota subsp. gummifer,79197
OP801827.1,rrn18,genomic DNA,1936,Daucus carota subsp. sativus,77249925-1,Apiaceae,Daucus,carota,sativus,False,Daucus carota subsp. sativus,79200
OP801825.1,18S ribosomal RNA,genomic DNA,1936,Daucus carota subsp. sativus,77249925-1,Apiaceae,Daucus,carota,sativus,False,Daucus carota subsp. sativus,79200
MN261963.1,rrn18,genomic DNA,1942,Daucus conchitae,841069-1,Apiaceae,Daucus,conchitae,,False,Daucus conchitae,180803
MN261961.1,18S ribosomal RNA,genomic DNA,1942,Daucus conchitae,841069-1,Apiaceae,Daucus,conchitae,,False,Daucus conchitae,180803
MN261965.1,rrn18,genomic DNA,1936,Daucus crinitus,841073-1,Apiaceae,Daucus,crinitus,,True,Daucus crinitus,79167
MN261964.1,rrn18,genomic DNA,1936,Daucus crinitus,841073-1,Apiaceae,Daucus,crinitus,,True,Daucus crinitus,79167
MN261971.1,18S ribosomal RNA,genomic DNA,1943,Daucus glaber,841102-1,Apiaceae,Daucus,glaber,,False,Daucus littoralis,571607
MN261966.1,18S ribosomal RNA,genomic DNA,1942,Daucus glochidiatus,841105-1,Apiaceae,Daucus,glochidiatus,,False,Daucus glochidiatus,180807
MN261967.1,18S ribosomal RNA,genomic DNA,1943,Daucus guttatus,841114-1,Apiaceae,Daucus,guttatus,,False,Daucus guttatus,79165
MN261968.1,rrn18,genomic DNA,1943,Daucus guttatus,841114-1,Apiaceae,Daucus,guttatus,,False,Daucus guttatus,79165
MN261969.1,18S ribosomal RNA,genomic DNA,1942,Daucus involucratus,841129-1,Apiaceae,Daucus,involucratus,,False,Daucus involucratus,180804
MN261970.1,rrn18,genomic DNA,1942,Daucus involucratus,841129-1,Apiaceae,Daucus,involucratus,,False,Daucus involucratus,180804
MN261973.1,rrn18,genomic DNA,1936,Daucus muricatus,841171-1,Apiaceae,Daucus,muricatus,,True,Daucus muricatus,79170
MN261972.1,rrn18,genomic DNA,1936,Daucus muricatus,841171-1,Apiaceae,Daucus,muricatus,,True,Daucus muricatus,79170
MN261974.1,18S ribosomal RNA,genomic DNA,1936,Daucus pumilus,841195-1,Apiaceae,Daucus,pumilus,,True,Daucus pumilus,40858
MN261976.1,18S ribosomal RNA,genomic DNA,1942,Daucus pusillus,841198-1,Apiaceae,Daucus,pusillus,,False,Daucus pusillus,79171
MN261975.1,18S ribosomal RNA,genomic DNA,1942,Daucus pusillus,841198-1,Apiaceae,Daucus,pusillus,,False,Daucus pusillus,79171
MN261977.1,rrn18,genomic DNA,1936,Daucus rouyi,77158611-1,Apiaceae,Daucus,rouyi,,False,Daucus rouyi,571641
MN261980.1,rrn18,genomic DNA,1936,Daucus sahariensis,841206-1,Apiaceae,Daucus,sahariensis,,False,Daucus sahariensis,180797
MN261978.1,rrn18,genomic DNA,1942,Daucus setulosus,841219-1,Apiaceae,Daucus,setulosus,,False,Daucus setulosus,1792663
MN261979.1,18S ribosomal RNA,genomic DNA,1942,Daucus setulosus,841219-1,Apiaceae,Daucus,setulosus,,False,Daucus setulosus,1792663
MN261981.1,18S ribosomal RNA,genomic DNA,1936,Daucus syrticus,841228-1,Apiaceae,Daucus,syrticus,,False,Daucus syrticus,180799
MN261982.1,18S ribosomal RNA,genomic DNA,1936,Daucus tenuisectus,841229-1,Apiaceae,Daucus,tenuisectus,,False,Daucus tenuisectus,180800
OR231238.1,18S ribosomal RNA,genomic DNA,1842,Dystaenia ibukiensis,841497-1,Apiaceae,Dystaenia,ibukiensis,,False,Dystaenia ibukiensis,76001
NC_082207.1,18S ribosomal RNA,genomic DNA,1842,Dystaenia ibukiensis,841497-1,Apiaceae,Dystaenia,ibukiensis,,False,Dystaenia ibukiensis,76001
OR231237.1,18S ribosomal RNA,genomic DNA,1842,Dystaenia takeshimana,841498-1,Apiaceae,Dystaenia,takeshimana,,False,Dystaenia takeshimana,57122
NC_082206.1,18S ribosomal RNA,genomic DNA,1842,Dystaenia takeshimana,841498-1,Apiaceae,Dystaenia,takeshimana,,False,Dystaenia takeshimana,57122
PQ399810.1,18S ribosomal RNA,genomic DNA,1936,Foeniculum vulgare,842680-1,Apiaceae,Foeniculum,vulgare,,True,Anethum foeniculum,2849586
PQ399811.1,18S ribosomal RNA,genomic DNA,1936,Foeniculum vulgare,842680-1,Apiaceae,Foeniculum,vulgare,,True,Anethum foeniculum,2849586
KX757778.1,18S ribosomal RNA,genomic DNA,1809,Glehnia littoralis,842779-1,Apiaceae,Glehnia,littoralis,,False,Glehnia littoralis,48119
KX757779.1,18S ribosomal RNA,genomic DNA,1809,Glehnia littoralis,842779-1,Apiaceae,Glehnia,littoralis,,False,Glehnia littoralis,48119
U42498.1,18S ribosomal RNA,genomic DNA,1736,Lomatium triternatum,1177167-2,Apiaceae,Lomatium,triternatum,,False,Lomatium triternatum,63647
GQ983568.1,18S ribosomal RNA,genomic DNA,1724,Mackinlaya confusa,90979-1,Apiaceae,Mackinlaya,confusa,,False,Mackinlaya confusa,127424
MN261983.1,rrn18,genomic DNA,1930,Oenanthe virgata,845400-1,Apiaceae,Oenanthe,virgata,,True,Oenanthe virgata,442483
