Locus,Len,sci_name,kew_id,family,genus,species,infraspecies,Duplicates,Ini_sci_name
9748940,594,Justicia sprucei,941066-1,Acanthaceae,Justicia,sprucei,,False,Justicia sprucei
6259144.0,514,Thunbergia tsavoensis,77092208-1,Acanthaceae,Thunbergia,tsavoensis,,False,Thunbergia tsavoensis
6143943.0,374,Justicia gendarussa,50766-1,Acanthaceae,Justicia,gendarussa,,True,Justicia gendarussa
6259078.0,536,Barleria submollis,46240-1,Acanthaceae,Barleria,submollis,,False,Barleria submollis
9934109.0,354,Justicia calyculata,50432-1,Acanthaceae,Justicia,calyculata,,False,Justicia calyculata
6259119.0,412,Blepharis edulis,46503-1,Acanthaceae,Blepharis,edulis,,False,Blepharis edulis
15080713,383,Acanthus montanus,44894-1,Acanthaceae,Acanthus,montanus,,False,Acanthus montanus
15080862.0,348,Chamaeranthemum beyrichii,46892-1,Acanthaceae,Chamaeranthemum,beyrichii,,False,Chamaeranthemum beyrichii
15080587.0,479,Ruellia yurimaguensis,224330-2,Acanthaceae,Ruellia,yurimaguensis,,False,Ruellia yurimaguensis
9077795.0,354,Graptophyllum pictum,49186-1,Acanthaceae,Graptophyllum,pictum,,False,Graptophyllum pictum
8155038.0,318,Asystasia mysorensis,45766-1,Acanthaceae,Asystasia,mysorensis,,False,Asystasia mysorensis
8155037.0,330,Asystasia mysorensis,45766-1,Acanthaceae,Asystasia,mysorensis,,False,Asystasia mysorensis
6143964.0,581,Barleria prionitis,46147-1,Acanthaceae,Barleria,prionitis,,False,Barleria prionitis
15080945,509,Avicennia germinans,861125-1,Acanthaceae,Avicennia,germinans,,False,Avicennia germinans
6259236.0,560,Barleria eranthemoides,45961-1,Acanthaceae,Barleria,eranthemoides,,False,Barleria eranthemoides
6259117.0,238,Justicia diclipteroides,50627-1,Acanthaceae,Justicia,diclipteroides,,False,Justicia diclipteroides
8099234.0,287,Crabbea velutina,46982-1,Acanthaceae,Crabbea,velutina,,False,Crabbea velutina
15080616.0,353,Dianthera pectoralis,47290-1,Acanthaceae,Dianthera,pectoralis,,False,Dianthera pectoralis
15080703,521,Thunbergia erecta,56259-1,Acanthaceae,Thunbergia,erecta,,True,Thunbergia erecta
4934384,481,Camptostylus mannii,365027-1,Achariaceae,Camptostylus,mannii,,False,Oncoba mannii
3818505.0,624,Ryparosa javanica,147626-3,Achariaceae,Ryparosa,javanica,,False,Ryparosa javanica
4934411.0,481,Camptostylus mannii,365027-1,Achariaceae,Camptostylus,mannii,,False,Oncoba mannii
3851974.0,625,Ryparosa javanica,147626-3,Achariaceae,Ryparosa,javanica,,False,Ryparosa javanica
4934237,484,Caloncoba glauca,365014-1,Achariaceae,Caloncoba,glauca,,False,Oncoba glauca
4934193,481,Scottellia klaineana,112094-1,Achariaceae,Scottellia,klaineana,,False,Scottellia klaineana
4934529.0,493,Caloncoba glauca,365014-1,Achariaceae,Caloncoba,glauca,,False,Oncoba glauca
8297752,631,Pangium edule,111972-1,Achariaceae,Pangium,edule,,False,Pangium edule
4934088.0,551,Dasylepis blackii,365284-1,Achariaceae,Dasylepis,blackii,,False,Dasylepis blackii
8335920.0,610,Ryparosa kostermansii,365876-1,Achariaceae,Ryparosa,kostermansii,,False,Ryparosa kostermansii
4934543.0,499,Scottellia klaineana,112094-1,Achariaceae,Scottellia,klaineana,,False,Scottellia klaineana
4934197.0,493,Dasylepis blackii,365284-1,Achariaceae,Dasylepis,blackii,,False,Dasylepis blackii
6143966.0,347,Acorus calamus,84009-1,Acoraceae,Acorus,calamus,,False,Acorus calamus
9077863.0,506,Saurauia conferta,829312-1,Actinidiaceae,Saurauia,conferta,,False,Saurauia conferta
4302524.0,463,Actinidia polygama,60472666-2,Actinidiaceae,Actinidia,polygama,,False,Actinidia polygama
4301695,428,Actinidia arguta var. arguta,77227572-1,Actinidiaceae,Actinidia,arguta,arguta,False,Actinidia arguta var. arguta
4617401.0,457,Actinidia arguta var. arguta,77227572-1,Actinidiaceae,Actinidia,arguta,arguta,False,Actinidia arguta var. arguta
4302074,453,Actinidia polygama,60472666-2,Actinidiaceae,Actinidia,polygama,,False,Actinidia polygama
9077805.0,508,Saurauia fimbriata,56951-1,Actinidiaceae,Saurauia,fimbriata,,False,Saurauia cf. fimbriata
4301885,457,Actinidia arguta var. hypoleuca,77249880-1,Actinidiaceae,Actinidia,arguta,hypoleuca,False,Actinidia arguta var. hypoleuca
9077837,508,Saurauia conferta,829312-1,Actinidiaceae,Saurauia,conferta,,False,Saurauia conferta
4301933.0,438,Actinidia rufa,828407-1,Actinidiaceae,Actinidia,rufa,,False,Actinidia rufa
9077857.0,506,Saurauia congestiflora,56936-1,Actinidiaceae,Saurauia,congestiflora,,False,Saurauia congestiflora
4303056,455,Actinidia arguta var. hypoleuca,77249880-1,Actinidiaceae,Actinidia,arguta,hypoleuca,False,Actinidia arguta var. hypoleuca
4618544,437,Actinidia rufa,828407-1,Actinidiaceae,Actinidia,rufa,,False,Actinidia rufa
9048247.0,506,Saurauia fimbriata,56951-1,Actinidiaceae,Saurauia,fimbriata,,False,Saurauia fimbriata
4617973.0,439,Actinidia kolomikta,828402-1,Actinidiaceae,Actinidia,kolomikta,,False,Actinidia kolomikta
4300958.0,439,Actinidia kolomikta,828402-1,Actinidiaceae,Actinidia,kolomikta,,False,Actinidia kolomikta
9048252,506,Saurauia poolei,56997-1,Actinidiaceae,Saurauia,poolei,,False,Saurauia poolei
15080649.0,450,Mesembryanthemum cordifolium,322566-2,Aizoaceae,Mesembryanthemum,cordifolium,,False,Mesembryanthemum cordifolium
8155403.0,349,Tetragonia acanthocarpa,364723-1,Aizoaceae,Tetragonia,acanthocarpa,,False,Tetragonia acanthocarpa
15057465.0,244,Chasmatophyllum musculinum,360880-1,Aizoaceae,Chasmatophyllum,musculinum,,False,Chasmatophyllum musculinum
6259136.0,244,Delosperma nakurense,361530-1,Aizoaceae,Delosperma,nakurense,,False,Delosperma nakurense
8155402.0,361,Tetragonia acanthocarpa,364723-1,Aizoaceae,Tetragonia,acanthocarpa,,False,Tetragonia acanthocarpa
6757320.0,224,Delosperma nakurense,361530-1,Aizoaceae,Delosperma,nakurense,,False,Delosperma nakurense
15080937.0,244,Delosperma cooperi,361479-1,Aizoaceae,Delosperma,cooperi,,False,Delosperma cooperi
7088158.0,335,Zaleya pentandra,58128-1,Aizoaceae,Zaleya,pentandra,,False,Zaleya pentandra
15080712.0,442,Aquarius uruguayensis,77182561-1,Alismataceae,Aquarius,uruguayensis,,False,Echinodorus osiris
3922625.0,318,Alisma gramineum,77097302-1,Alismataceae,Alisma,gramineum,,False,Alisma gramineum
3922629.0,317,Alisma plantago-aquatica,30019518-2,Alismataceae,Alisma,plantago-aquatica,,False,Alisma plantagoaquatica
9748943.0,310,Helanthium tenellum,118649-2,Alismataceae,Helanthium,tenellum,,False,Helanthium tenellum
3922634.0,318,Alisma plantago-aquatica,30019518-2,Alismataceae,Alisma,plantago-aquatica,,False,Alisma plantagoaquatica
6730797.0,451,Liquidambar styraciflua,430718-1,Altingiaceae,Liquidambar,styraciflua,,False,Liquidambar styraciflua
9813347.0,362,Halogeton glomeratus,60448682-2,Amaranthaceae,Halogeton,glomeratus,,False,Halogeton glomeratus
3923121.0,209,Chenopodium album,55993-2,Amaranthaceae,Chenopodium,album,,True,Chenopodium album
3923134.0,204,Chenopodium album,55993-2,Amaranthaceae,Chenopodium,album,,True,Chenopodium album
6188734.0,550,Achyranthes aspera,2468-2,Amaranthaceae,Achyranthes,aspera,,False,Achyranthes aspera
8155051.0,236,Amaranthus graecizans,10641-2,Amaranthaceae,Amaranthus,graecizans,,True,Amaranthus graecizans
8948998.0,217,Atriplex vestita var. vestita,77228270-1,Amaranthaceae,Atriplex,vestita,vestita,False,Atriplex capensis
3926056.0,424,Suaeda acuminata,167396-1,Amaranthaceae,Suaeda,acuminata,,False,Suaeda acuminata
9813296.0,426,Suaeda calceoliformis,1173159-2,Amaranthaceae,Suaeda,calceoliformis,,False,Suaeda calceoliformis
9813218.0,395,Suaeda maritima,1071140-2,Amaranthaceae,Suaeda,maritima,,True,Suaeda maritima
9813018.0,396,Suaeda maritima,1071140-2,Amaranthaceae,Suaeda,maritima,,True,Suaeda maritima
6188874.0,475,Gomphrena celosioides,60397-1,Amaranthaceae,Gomphrena,celosioides,,False,Gomphrena celosioides
8155052.0,236,Amaranthus graecizans,10641-2,Amaranthaceae,Amaranthus,graecizans,,True,Amaranthus graecizans
8949054.0,217,Atriplex tatarica,164195-1,Amaranthaceae,Atriplex,tatarica,,False,Atriplex tatarica
8155439.0,204,Atriplex semibaccata,164141-1,Amaranthaceae,Atriplex,semibaccata,,False,Atriplex semibaccata
8948991.0,217,Atriplex sphaeromorpha,164166-1,Amaranthaceae,Atriplex,sphaeromorpha,,False,Atriplex sphaeromorpha
8949007.0,217,Atriplex fominii,163806-1,Amaranthaceae,Atriplex,fominii,,False,Atriplex fominii
8949002.0,217,Atriplex lasiantha,163911-1,Amaranthaceae,Atriplex,lasiantha,,False,Atriplex lasiantha
9813214.0,500,Alternanthera pungens,327342-2,Amaranthaceae,Alternanthera,pungens,,False,Alternanthera pungens
8949034.0,217,Atriplex pamirica,164034-1,Amaranthaceae,Atriplex,pamirica,,False,Atriplex pamirica
8949059.0,217,Atriplex griffithii,163837-1,Amaranthaceae,Atriplex,griffithii,,False,Atriplex griffithii
3926054.0,424,Suaeda acuminata,167396-1,Amaranthaceae,Suaeda,acuminata,,False,Suaeda acuminata
6188735.0,548,Achyranthes aspera,2468-2,Amaranthaceae,Achyranthes,aspera,,False,Achyranthes aspera
9813364.0,297,Salsola tragus,307757-2,Amaranthaceae,Salsola,tragus,,False,Salsola tragus
8949039.0,217,Atriplex nummularia,306691-2,Amaranthaceae,Atriplex,nummularia,,False,Atriplex nummularia
8949023.0,217,Atriplex glauca subsp. ifniensis,971785-1,Amaranthaceae,Atriplex,glauca,ifniensis,False,Atriplex glauca var. ifniensis
8949065.0,217,Atriplex griffithii,163837-1,Amaranthaceae,Atriplex,griffithii,,False,Atriplex griffithii
9813114.0,424,Suaeda calceoliformis,1173159-2,Amaranthaceae,Suaeda,calceoliformis,,False,Suaeda calceoliformis
3922742.0,269,Amaranthus spinosus,10711-2,Amaranthaceae,Amaranthus,spinosus,,False,Amaranthus spinosus
3926059.0,376,Suaeda glauca,167465-1,Amaranthaceae,Suaeda,glauca,,False,Suaeda glauca
9813153.0,547,Alternanthera pungens,327342-2,Amaranthaceae,Alternanthera,pungens,,False,Alternanthera pungens
8949022.0,217,Atriplex sibirica,164152-1,Amaranthaceae,Atriplex,sibirica,,False,Atriplex sibirica
8948988.0,217,Atriplex paradoxa,60475807-2,Amaranthaceae,Atriplex,paradoxa,,False,Atriplex paradoxa
3922756.0,268,Amaranthus tricolor,327386-2,Amaranthaceae,Amaranthus,tricolor,,False,Amaranthus tricolor
8949066.0,217,Atriplex moneta,163979-1,Amaranthaceae,Atriplex,moneta,,False,Atriplex moneta
8949062.0,217,Atriplex dimorphostegia,163766-1,Amaranthaceae,Atriplex,dimorphostegia,,False,Atriplex dimorphostegia
3922744.0,269,Amaranthus spinosus,10711-2,Amaranthaceae,Amaranthus,spinosus,,False,Amaranthus spinosus
8949048.0,217,Atriplex maximowicziana,163957-1,Amaranthaceae,Atriplex,maximowicziana,,False,Atriplex maximowicziana
8155386.0,272,Amaranthus hybridus,59730-1,Amaranthaceae,Amaranthus,hybridus,,True,Amaranthus hybridus
8948997.0,217,Atriplex tatarica,164195-1,Amaranthaceae,Atriplex,tatarica,,False,Atriplex tatarica
8949024.0,217,Atriplex aellenii,77134364-1,Amaranthaceae,Atriplex,aellenii,,False,Atriplex aellenii
8948995.0,217,Atriplex muelleri,163988-1,Amaranthaceae,Atriplex,muelleri,,False,Atriplex muelleri
8948994.0,217,Atriplex laciniata,163905-1,Amaranthaceae,Atriplex,laciniata,,False,Atriplex laciniata
8155408.0,272,Amaranthus hybridus,59730-1,Amaranthaceae,Amaranthus,hybridus,,True,Amaranthus hybridus
6259161.0,222,Chenopodium opulifolium,60447126-2,Amaranthaceae,Chenopodium,opulifolium,,False,Chenopodium opulifolium
8949000.0,217,Atriplex altaica,1017290-1,Amaranthaceae,Atriplex,altaica,,False,Atriplex altaica
3922727.0,269,Amaranthus sp.,327388-2,Amaranthaceae,Amaranthus,,,True,Amaranthus albus
8949031.0,217,Atriplex sp.,77228297-1,Amaranthaceae,Atriplex,,tatarica,True,Atriplex pruinosa
8949003.0,217,Chenopodium harae,77150114-1,Amaranthaceae,Chenopodium,harae,,False,Atriplex pallida
8949027.0,217,Atriplex sphaeromorpha,164166-1,Amaranthaceae,Atriplex,sphaeromorpha,,False,Atriplex sphaeromorpha
8949040.0,217,Atriplex pamirica,164034-1,Amaranthaceae,Atriplex,pamirica,,False,Atriplex pamirica
3922738.0,270,Amaranthus retroflexus,10698-2,Amaranthaceae,Amaranthus,retroflexus,,False,Amaranthus retroflexus
8948990.0,217,Atriplex dimorphostegia,163766-1,Amaranthaceae,Atriplex,dimorphostegia,,False,Atriplex dimorphostegia
8949018.0,217,Atriplex centralasiatica,163705-1,Amaranthaceae,Atriplex,centralasiatica,,False,Atriplex centralasiatica
3923142.0,208,Oxybasis glauca,77121014-1,Amaranthaceae,Oxybasis,glauca,,False,Chenopodium glaucum
8949032.0,217,Atriplex amboensis,163632-1,Amaranthaceae,Atriplex,amboensis,,False,Atriplex amboensis
8949017.0,217,Atriplex brenanii,77124921-1,Amaranthaceae,Atriplex,brenanii,,False,Atriplex brenanii
3922754.0,268,Amaranthus tricolor,327386-2,Amaranthaceae,Amaranthus,tricolor,,False,Amaranthus tricolor
3926061.0,236,Suaeda glauca,167465-1,Amaranthaceae,Suaeda,glauca,,False,Suaeda glauca
8948987.0,217,Atriplex turcomanica,60466450-2,Amaranthaceae,Atriplex,turcomanica,,False,Atriplex turcomanica
8949015.0,217,Atriplex canescens,1175090-2,Amaranthaceae,Atriplex,canescens,,False,Atriplex canescens
8949013.0,217,Atriplex flabellum,163797-1,Amaranthaceae,Atriplex,flabellum,,False,Atriplex flabellum
8949046.0,217,Atriplex recurva,164101-1,Amaranthaceae,Atriplex,recurva,,False,Atriplex recurva
3923144.0,201,Oxybasis glauca,77121014-1,Amaranthaceae,Oxybasis,glauca,,False,Chenopodium glaucum
3922734.0,268,Amaranthus retroflexus,10698-2,Amaranthaceae,Amaranthus,retroflexus,,False,Amaranthus retroflexus
8155013.0,208,Dysphania ambrosioides,1198060-2,Amaranthaceae,Dysphania,ambrosioides,,False,Chenopodium ambrosioides
8948992.0,217,Atriplex turcomanica,60466450-2,Amaranthaceae,Atriplex,turcomanica,,False,Atriplex leucoclada
8949016.0,217,Atriplex lasiantha,163911-1,Amaranthaceae,Atriplex,lasiantha,,False,Atriplex lasiantha
8949004.0,217,Atriplex sibirica,164152-1,Amaranthaceae,Atriplex,sibirica,,False,Atriplex sibirica
8948985.0,217,Atriplex flabellum,163797-1,Amaranthaceae,Atriplex,flabellum,,False,Atriplex flabellum
6757400.0,517,Psilotrichum patulum,77297771-1,Amaranthaceae,Psilotrichum,patulum,,False,Psilotrichum elliotii
6143895.0,557,Ouret lanata,61673-1,Amaranthaceae,Ouret,lanata,,False,Aerva lanata
8949052.0,217,Atriplex pratovii,20012663-1,Amaranthaceae,Atriplex,pratovii,,False,Atriplex pratovii
8949021.0,217,Atriplex amboensis,163632-1,Amaranthaceae,Atriplex,amboensis,,False,Atriplex amboensis
8949071.0,217,Atriplex moneta,163979-1,Amaranthaceae,Atriplex,moneta,,False,Atriplex moneta
8155424.0,489,Alternanthera sessilis,1069792-2,Amaranthaceae,Alternanthera,sessilis,,False,Alternanthera sessilis
6259212.0,222,Chenopodium opulifolium,60447126-2,Amaranthaceae,Chenopodium,opulifolium,,False,Chenopodium opulifolium
8155067.0,288,Celosia trigyna,327365-2,Amaranthaceae,Celosia,trigyna,,False,Celosia trigyna
8949001.0,217,Atriplex tatarica var. tatarica,77228297-1,Amaranthaceae,Atriplex,tatarica,tatarica,False,Atriplex olivieri
8949005.0,217,Atriplex centralasiatica,163705-1,Amaranthaceae,Atriplex,centralasiatica,,False,Atriplex centralasiatica
8949033.0,217,Atriplex glauca,163821-1,Amaranthaceae,Atriplex,glauca,,True,Atriplex glauca
8949055.0,217,Chenopodium harae,77150114-1,Amaranthaceae,Chenopodium,harae,,False,Atriplex pallida
3926058.0,381,Suaeda corniculata,167442-1,Amaranthaceae,Suaeda,corniculata,,False,Suaeda corniculata
9813113.0,301,Salsola tragus,307757-2,Amaranthaceae,Salsola,tragus,,False,Salsola tragus
3232976.0,217,Chenopodiastrum simplex,77121011-1,Amaranthaceae,Chenopodiastrum,simplex,,False,Chenopodium simplex
3926057.0,319,Suaeda corniculata,167442-1,Amaranthaceae,Suaeda,corniculata,,False,Suaeda corniculata
8949037.0,217,Atriplex aellenii,77134364-1,Amaranthaceae,Atriplex,aellenii,,False,Atriplex aellenii
8155068.0,288,Celosia trigyna,327365-2,Amaranthaceae,Celosia,trigyna,,False,Celosia trigyna
9813215.0,347,Halogeton glomeratus,60448682-2,Amaranthaceae,Halogeton,glomeratus,,False,Halogeton glomeratus
8949008.0,217,Atriplex glauca,163821-1,Amaranthaceae,Atriplex,glauca,,True,Atriplex glauca
8949014.0,217,Atriplex halimus,163845-1,Amaranthaceae,Atriplex,halimus,,True,Atriplex halimus
3232395.0,217,Chenopodiastrum simplex,77121011-1,Amaranthaceae,Chenopodiastrum,simplex,,False,Chenopodium simplex
8949057.0,217,Atriplex ornata,164027-1,Amaranthaceae,Atriplex,ornata,,False,Atriplex ornata
8949030.0,217,Atriplex centralasiatica var. megalotheca,876071-1,Amaranthaceae,Atriplex,centralasiatica,megalotheca,False,Atriplex megalotheca
3232361.0,217,Atriplex patula,26419-2,Amaranthaceae,Atriplex,patula,,False,Atriplex patula
15057667.0,478,Froelichia gracilis,1034070-2,Amaranthaceae,Froelichia,gracilis,,False,Froelichia gracilis
8949038.0,217,Atriplex stocksii,164178-1,Amaranthaceae,Atriplex,stocksii,,False,Atriplex stocksii
8949056.0,217,Atriplex holocarpa,163863-1,Amaranthaceae,Atriplex,holocarpa,,False,Atriplex holocarpa
3923140.0,204,Blitum virgatum,164548-1,Amaranthaceae,Blitum,virgatum,,False,Chenopodium foliosum
6188875.0,475,Gomphrena celosioides,60397-1,Amaranthaceae,Gomphrena,celosioides,,False,Gomphrena celosioides
8949026.0,217,Atriplex halimus,163845-1,Amaranthaceae,Atriplex,halimus,,True,Atriplex halimus
3922729.0,269,Amaranthus sp.,327388-2,Amaranthaceae,Amaranthus,,,True,Amaranthus albus
3604321.0,380,Deeringia amaranthoides,60226-1,Amaranthaceae,Deeringia,amaranthoides,,False,Deeringia amaranthoides
15080775.0,636,Zephyranthes robusta,270986-2,Amaryllidaceae,Zephyranthes,robusta,,False,Habranthus robustus
6259847.0,648,Crinum macowanii,63973-1,Amaryllidaceae,Crinum,macowanii,,False,Crinum macowanii
6807851.0,594,Pancratium maritimum,66466-1,Amaryllidaceae,Pancratium,maritimum,,False,Pancratium linosae
15080831.0,576,Eucrosia bicolor,276932-2,Amaryllidaceae,Eucrosia,bicolor,,False,Eucrosia bicolor
5060349.0,464,Clivia nobilis,63634-1,Amaryllidaceae,Clivia,nobilis,,False,Clivia nobilis
5060348.0,458,Clivia miniata,994513-1,Amaryllidaceae,Clivia,miniata,,False,Clivia miniata
5060351.0,464,Clivia nobilis,63634-1,Amaryllidaceae,Clivia,nobilis,,False,Clivia nobilis
6259865.0,611,Crinum macowanii,63973-1,Amaryllidaceae,Crinum,macowanii,,False,Crinum macowanii
6917944.0,621,Pancratium maritimum,66466-1,Amaryllidaceae,Pancratium,maritimum,,False,Pancratium maritimum
5060342.0,492,Gethyllis lanuginosa,64544-1,Amaryllidaceae,Gethyllis,lanuginosa,,False,Gethyllis lanuginosa
5060344.0,450,Clivia miniata,994513-1,Amaryllidaceae,Clivia,miniata,,False,Clivia miniata
5060341.0,492,Gethyllis lanuginosa,64544-1,Amaryllidaceae,Gethyllis,lanuginosa,,False,Gethyllis lanuginosa
15057518.0,631,Zephyranthes formosissima,77353849-1,Amaryllidaceae,Zephyranthes,formosissima,,False,Sprekelia formosissimus
15080624.0,644,Crinum asiaticum,63796-1,Amaryllidaceae,Crinum,asiaticum,,False,Crinum asiaticum
5911560.0,646,Allium tricoccum,8906-2,Amaryllidaceae,Allium,tricoccum,,True,Allium tricoccum
15080675.0,636,Hippeastrum striatum,122839-2,Amaryllidaceae,Hippeastrum,striatum,,False,Hippeastrum striatum
5911630.0,579,Allium tricoccum,8906-2,Amaryllidaceae,Allium,tricoccum,,True,Allium tricoccum
5060340.0,492,Gethyllis setosa,64557-1,Amaryllidaceae,Gethyllis,setosa,,False,Gethyllis setosa
15080631.0,632,Zephyranthes simpsonii,271013-2,Amaryllidaceae,Zephyranthes,simpsonii,,False,Zephyranthes simpsonii
15080659.0,590,Urceolina bonplandii,261569-2,Amaryllidaceae,Urceolina,bonplandii,,False,Eucharis bonplandii
5060345.0,463,Clivia gardenii,63632-1,Amaryllidaceae,Clivia,gardenii,,False,Clivia gardenii
5060347.0,459,Clivia robusta,77062273-1,Amaryllidaceae,Clivia,robusta,,False,Clivia robusta
5060352.0,540,Clivia mirabilis,20006731-1,Amaryllidaceae,Clivia,mirabilis,,False,Clivia mirabilis
6143894.0,647,Allium cepa,527795-1,Amaryllidaceae,Allium,cepa,,False,Allium cepa
5060343.0,464,Clivia gardenii,63632-1,Amaryllidaceae,Clivia,gardenii,,False,Clivia gardenii
15080656.0,644,Crinum americanum,319172-2,Amaryllidaceae,Crinum,americanum,,False,Crinum americanum
15080619.0,641,Pancratium canariense,66407-1,Amaryllidaceae,Pancratium,canariense,,False,Pancratium canariense
15057541.0,213,Nothoscordum bivalve,170498-2,Amaryllidaceae,Nothoscordum,bivalve,,False,Nothoscordum bivalve
