Locus,Len,sci_name,kew_id,family,genus,species,infraspecies,Duplicates,Ini_sci_name
3243234,778,Justicia carthaginensis,50468-1,Acanthaceae,Justicia,carthaginensis,,True,Justicia carthaginensis
3768405,771,Justicia protracta,51394-1,Acanthaceae,Justicia,protracta,,False,Justicia cf. protracta
3856382,771,Avicennia marina,861130-1,Acanthaceae,Avicennia,marina,,False,Avicennia marina
6188343,749,Meiosperma debile,77254330-1,Acanthaceae,Meiosperma,debile,,False,Justicia debilis
8244201,724,Hypoestes forskaolii,941349-1,Acanthaceae,Hypoestes,forskaolii,,False,Hypoestes forskaolii
6188460,638,Ruellia prostrata,54453-1,Acanthaceae,Ruellia,prostrata,,True,Ruellia prostrata
4225355,800,Strobilanthes cusia,55627-1,Acanthaceae,Strobilanthes,cusia,,False,Baphicacanthus cusia
6188585.0,506,Barleria volkensii,46275-1,Acanthaceae,Barleria,volkensii,,False,Barleria volkensii
5349163,790,Ruellia longepetiolata,54242-1,Acanthaceae,Ruellia,longepetiolata,,False,Ruellia squarrosa
8137038,687,Ruellia prostrata,54453-1,Acanthaceae,Ruellia,prostrata,,True,Ruellia prostrata
3863650.0,704,Justicia brenesii,132809-2,Acanthaceae,Justicia,brenesii,,False,Justicia brenesii
4225364,827,Ruellia simplex,54585-1,Acanthaceae,Ruellia,simplex,,False,Ruellia tweediana
5667438,787,Lankesteria hispida,51918-1,Acanthaceae,Lankesteria,hispida,,False,Lankesteria hispida
3242447,771,Barleria rotundifolia,46188-1,Acanthaceae,Barleria,rotundifolia,,False,Barleria rotundifolia
4730047,839,Ruellia caroliniensis,30014408-2,Acanthaceae,Ruellia,caroliniensis,,False,Ruellia carolinensis
4502538,820,Acanthopsis horrida,44834-1,Acanthaceae,Acanthopsis,horrida,,False,Acanthopsis horrida
13423528,752,Justicia gendarussa,50766-1,Acanthaceae,Justicia,gendarussa,,True,Justicia gendarussa
15791584,875,Pseuderanthemum crenulatum,53227-1,Acanthaceae,Pseuderanthemum,crenulatum,,False,Pseuderanthemum crenulatum
3243193,603,Ruellia inundata,54193-1,Acanthaceae,Ruellia,inundata,,False,Ruellia inundata
5559719.0,747,Barleria cristata,45927-1,Acanthaceae,Barleria,cristata,,True,Barleria cristata
7338988.0,793,Andrographis echioides,45208-1,Acanthaceae,Andrographis,echioides,,False,Andrographis echioides
4626070.0,828,Justicia gendarussa,50766-1,Acanthaceae,Justicia,gendarussa,,True,Justicia gendarussa
3882749.0,778,Aphelandra aurantiaca,1053173-2,Acanthaceae,Aphelandra,aurantiaca,,False,Aphelandra aurantiaca
6756366.0,698,Thunbergia alata,56177-1,Acanthaceae,Thunbergia,alata,,False,Thunbergia alata
4084578.0,770,Acanthopsis disperma,44831-1,Acanthaceae,Acanthopsis,disperma,,False,Acanthopsis disperma
7036230.0,869,Avicennia alba,861116-1,Acanthaceae,Avicennia,alba,,False,Avicennia alba
3425923.0,763,Ruspolia hypocrateriformis,54830-1,Acanthaceae,Ruspolia,hypocrateriformis,,False,Ruspolia hypocrateriformis
6188474.0,636,Blepharis maderaspatensis,46553-1,Acanthaceae,Blepharis,maderaspatensis,,False,Blepharis maderaspatensis
4085479.0,771,Hypoestes aristata,49834-1,Acanthaceae,Hypoestes,aristata,,False,Hypoestes aristata
15079895.0,838,Justicia scheidweileri,279154-2,Acanthaceae,Justicia,scheidweileri,,False,Justicia scheidweileri
6188332.0,634,Barleria trispinosa,46256-1,Acanthaceae,Barleria,trispinosa,,False,Barleria trispinosa
3899838.0,662,Carlowrightia arizonica,46826-1,Acanthaceae,Carlowrightia,arizonica,,False,Carlowrightia arizonica
9809669.0,913,Aphelandra hylaea,16214-2,Acanthaceae,Aphelandra,hylaea,,False,Aphelandra hylaea
3882746.0,768,Aphelandra aurantiaca,1053173-2,Acanthaceae,Aphelandra,aurantiaca,,False,Aphelandra aurantiaca
6532915.0,869,Avicennia alba,861116-1,Acanthaceae,Avicennia,alba,,False,Avicennia alba
6756258.0,729,Dyschoriste radicans,48190-1,Acanthaceae,Dyschoriste,radicans,,False,Dyschoriste radicans
5349491.0,799,Dicliptera squarrosa,47698-1,Acanthaceae,Dicliptera,squarrosa,,False,Jacobinia suberecta
16719696.0,870,Phlogacanthus curviflorus,53055-1,Acanthaceae,Phlogacanthus,curviflorus,,False,Phlogacanthus curviflorus
6212974.0,828,Pseuderanthemum lanceolatum,211157-2,Acanthaceae,Pseuderanthemum,lanceolatum,,False,Jasminum lanceolarium
9749266.0,765,Ruellia inflata,54187-1,Acanthaceae,Ruellia,inflata,,False,Ruellia inflata
6188380,747,Barleria submollis,46240-1,Acanthaceae,Barleria,submollis,,False,Barleria submollis
3299770,765,Barleria oenotheroides,46114-1,Acanthaceae,Barleria,oenotheroides,,False,Barleria oenotheroides
3856505.0,754,Justicia protracta,51394-1,Acanthaceae,Justicia,protracta,,False,Justicia protracta
4084591.0,771,Acanthopsis sp.,342-1,Acanthaceae,Acanthopsis,,,False,Acanthopsis sp. 4
13108373,800,Rhinacanthus zambesiacus,77122563-1,Acanthaceae,Rhinacanthus,zambesiacus,,False,Rhinacanthus zambesiacus
3856515.0,761,Crossandra fruticulosa,47006-1,Acanthaceae,Crossandra,fruticulosa,,False,Crossandra fruticulosa
4729931,839,Ruellia caroliniensis,30014408-2,Acanthaceae,Ruellia,caroliniensis,,False,Ruellia carolinensis
4225291.0,815,Acanthus mollis,44892-1,Acanthaceae,Acanthus,mollis,,False,Acanthus mollis
6689020.0,740,Justicia calyculata,50432-1,Acanthaceae,Justicia,calyculata,,False,Justicia calyculata
12896046.0,843,Pseuderanthemum maculatum,77158889-1,Acanthaceae,Pseuderanthemum,maculatum,,False,Pseuderanthemum carruthersii
6756541.0,804,Isoglossa eylesii,915177-1,Acanthaceae,Isoglossa,eylesii,,False,Isoglossa eylesii
3682740.0,744,Ruellia sp.,326011-2,Acanthaceae,Ruellia,,,False,Ruellia sp.
3242155,746,Symplectochilus formosissimus,56059-1,Acanthaceae,Symplectochilus,formosissimus,,False,Anisotes formosissimus
3899985,782,Justicia sp.,326849-2,Acanthaceae,Justicia,,,False,Justicia sp.
4085066,733,Barleria spinulosa subsp. kirkii,77147139-1,Acanthaceae,Barleria,spinulosa,kirkii,False,Barleria kirkii
6188418.0,747,Justicia diclipteroides,50627-1,Acanthaceae,Justicia,diclipteroides,,False,Justicia diclipteroides
6532928.0,869,Acanthus ilicifolius,44873-1,Acanthaceae,Acanthus,ilicifolius,,True,Acanthus ilicifolius
6188382.0,747,Barleria submollis,46240-1,Acanthaceae,Barleria,submollis,,False,Barleria submollis
4502333.0,841,Hypoestes aristata,49834-1,Acanthaceae,Hypoestes,aristata,,False,Hypoestes aristata
3243194.0,625,Ruellia inundata,54193-1,Acanthaceae,Ruellia,inundata,,False,Ruellia inundata
4225365.0,833,Ruellia simplex,54585-1,Acanthaceae,Ruellia,simplex,,False,Ruellia tweediana
19257440.0,800,Dicliptera sp.,331554-2,Acanthaceae,Dicliptera,,,False,Dicliptera sp.
3899909.0,782,Dianthera candicans,1123723-2,Acanthaceae,Dianthera,candicans,,False,Justicia candicans
7339053.0,630,Rostellularia prostrata,53736-1,Acanthaceae,Rostellularia,prostrata,,True,Justicia prostrata
3856589.0,771,Barleria obtusa,46112-1,Acanthaceae,Barleria,obtusa,,False,Barleria obtusa
4130527.0,778,Avicennia bicolor,27225-2,Acanthaceae,Avicennia,bicolor,,False,Avicennia bicolor
4084575.0,771,Acanthopsis carduifolia,44830-1,Acanthaceae,Acanthopsis,carduifolia,,False,Acanthopsis carduifolia
3768389.0,777,Thunbergia neglecta,56370-1,Acanthaceae,Thunbergia,neglecta,,False,Thunbergia neglecta
6188572.0,506,Blepharis edulis,46503-1,Acanthaceae,Blepharis,edulis,,False,Blepharis edulis
15057047.0,829,Yeatesia platystegia,946962-1,Acanthaceae,Yeatesia,platystegia,,False,Yeatesia platystegia
5158758.0,783,Barleria pretoriensis,46145-1,Acanthaceae,Barleria,pretoriensis,,False,Barleria pretoriensis
4084593.0,771,Blepharis macra,1017541-1,Acanthaceae,Blepharis,macra,,False,Blepharis macra
5348466.0,797,Aphelandra squarrosa,315544-2,Acanthaceae,Aphelandra,squarrosa,,False,Aphelandra squarrosa
5620951.0,813,Blepharis capensis,46487-1,Acanthaceae,Blepharis,capensis,,False,Blepharis capensis
6188333.0,748,Barleria trispinosa,46256-1,Acanthaceae,Barleria,trispinosa,,False,Barleria trispinosa
3768515.0,771,Barleria elegans,77147132-1,Acanthaceae,Barleria,elegans,,False,Barleria elegans
3856542.0,771,Barleria prionitis,46147-1,Acanthaceae,Barleria,prionitis,,False,Barleria prionitis
1368697.0,769,Justicia aconitiflora,77077391-1,Acanthaceae,Justicia,aconitiflora,,False,Duvernoia aconitiflora
3671627.0,786,Justicia luzmariae,60442536-2,Acanthaceae,Justicia,luzmariae,,False,Justicia luzmariae
4130421.0,722,Justicia valerii,133156-2,Acanthaceae,Justicia,valerii,,False,Justicia valerii
3882820.0,778,Justicia aurea,320654-2,Acanthaceae,Justicia,aurea,,True,Justicia aurea
3243233.0,778,Justicia carthaginensis,50468-1,Acanthaceae,Justicia,carthaginensis,,True,Justicia carthaginensis
3300198.0,765,Justicia macrantha,320656-2,Acanthaceae,Justicia,macrantha,,False,Justicia macrantha
6188547.0,638,Crossandra massaica,47022-1,Acanthaceae,Crossandra,massaica,,False,Crossandra massaica
16769922.0,810,Dyschoriste repens,86405-2,Acanthaceae,Dyschoriste,repens,,False,Dyschoriste repens
4187120.0,777,Justicia flava,50729-1,Acanthaceae,Justicia,flava,,True,Justicia flava
6188420.0,692,Blepharis edulis,46503-1,Acanthaceae,Blepharis,edulis,,False,Blepharis edulis
6756256.0,665,Dyschoriste radicans,48190-1,Acanthaceae,Dyschoriste,radicans,,False,Dyschoriste radicans
4084582.0,771,Acanthopsis spathularis,44837-1,Acanthaceae,Acanthopsis,spathularis,,False,Acanthopsis spathularis
15079823.0,841,Acanthus mollis,44892-1,Acanthaceae,Acanthus,mollis,,False,Acanthus mollis
3671626.0,744,Aphelandra scabra,941389-1,Acanthaceae,Aphelandra,scabra,,False,Aphelandra scabra
3899970.0,763,Bravaisia integerrima,36223-2,Acanthaceae,Bravaisia,integerrima,,False,Bravaisia integerrima
3899854.0,779,Tetramerium nervosum,56148-1,Acanthaceae,Tetramerium,nervosum,,False,Tetramerium nervosum
5667434.0,708,Crossandrella adamii,47058-1,Acanthaceae,Crossandrella,adamii,,False,Crossandrella adamii
3882856.0,778,Avicennia bicolor,27225-2,Acanthaceae,Avicennia,bicolor,,False,Avicennia bicolor
4026787.0,780,Aphelandra squarrosa,315544-2,Acanthaceae,Aphelandra,squarrosa,,False,Aphelandra squarrosa
16719707.0,861,Justicia patentiflora,51299-1,Acanthaceae,Justicia,patentiflora,,False,Justicia patentiflora
4084580.0,771,Acanthopsis carduifolia,44830-1,Acanthaceae,Acanthopsis,carduifolia,,False,Acanthopsis carduifolia
3856361.0,777,Thunbergia atriplicifolia,56193-1,Acanthaceae,Thunbergia,atriplicifolia,,False,Thunbergia atriplicifolia
5667444.0,813,Rungia guineensis,54772-1,Acanthaceae,Rungia,guineensis,,False,Rungia guineensis
3856506.0,752,Justicia flava,50729-1,Acanthaceae,Justicia,flava,,True,Justicia flava
5348465.0,795,Justicia brandegeeana,289220-2,Acanthaceae,Justicia,brandegeeana,,False,Justicia brandegeeana
13108314.0,843,Justicia anselliana,50294-1,Acanthaceae,Justicia,anselliana,,False,Justicia anselliana
5158859.0,775,Ruellia cordata,53950-1,Acanthaceae,Ruellia,cordata,,True,Ruellia cordata
5620947.0,824,Justicia orchioides,51250-1,Acanthaceae,Justicia,orchioides,,True,Justicia orchioides
3518774.0,734,Odontonema tubaeforme,172486-2,Acanthaceae,Odontonema,tubaeforme,,False,Odontonema tubaeforme
3518775.0,734,Odontonema tubaeforme,172486-2,Acanthaceae,Odontonema,tubaeforme,,False,Odontonema tubaeforme
3768471.0,771,Barleria crossandriformis,45928-1,Acanthaceae,Barleria,crossandriformis,,False,Barleria crossandriformis
4225362.0,723,Justicia carnea,132826-2,Acanthaceae,Justicia,carnea,,True,Justicia carnea
3882987.0,784,Thunbergia grandiflora,117460-3,Acanthaceae,Thunbergia,grandiflora,,False,Thunbergia grandiflora
1385052.0,778,Aphelandra scabra,941389-1,Acanthaceae,Aphelandra,scabra,,False,Aphelandra scabra
4130784.0,778,Justicia aurea,320654-2,Acanthaceae,Justicia,aurea,,True,Justicia aurea
13108309.0,844,Justicia anselliana,50294-1,Acanthaceae,Justicia,anselliana,,False,Justicia anselliana
13108313.0,837,Asystasia gangetica,45742-1,Acanthaceae,Asystasia,gangetica,,False,Asystasia gangetica
15079896.0,843,Aphelandra crispata,16163-2,Acanthaceae,Aphelandra,crispata,,False,Aphelandra crispata
5667443.0,768,Rungia paxiana,54798-1,Acanthaceae,Rungia,paxiana,,False,Rungia buettneri
15079918.0,838,Pachystachys lutea,52814-1,Acanthaceae,Pachystachys,lutea,,False,Pachystachys lutea
3768452.0,675,Barleria spinulosa,46226-1,Acanthaceae,Barleria,spinulosa,,False,Barleria spinulosa
3243122.0,778,Justicia arborescens,302584-2,Acanthaceae,Justicia,arborescens,,False,Justicia arborecens
5158945.0,783,Barleria galpinii,45970-1,Acanthaceae,Barleria,galpinii,,False,Barleria galpinii
4187106.0,771,Crossandra mucronata,47023-1,Acanthaceae,Crossandra,mucronata,,False,Crossandra mucronata
3768503.0,680,Barleria obtusa,46112-1,Acanthaceae,Barleria,obtusa,,False,Barleria obtusa
6689034.0,606,Ruellia patula,54401-1,Acanthaceae,Ruellia,patula,,True,Ruellia patula
3768281.0,771,Crossandra fruticulosa,47006-1,Acanthaceae,Crossandra,fruticulosa,,False,Crossandra fruticulosa
3899995.0,781,Henrya insularis,320651-2,Acanthaceae,Henrya,insularis,,False,Henrya insularis
3965800.0,771,Anisotes sessiliflorus,45344-1,Acanthaceae,Anisotes,sessiliflorus,,False,Anisotes sessiliflorus
5159409.0,838,Brachystephanus jaundensis,46629-1,Acanthaceae,Brachystephanus,jaundensis,,False,Brachystephanus jaundensis
6188315.0,742,Barleria delamerei,45937-1,Acanthaceae,Barleria,delamerei,,False,Barleria spinisepala
6188372.0,618,Meiosperma debile,77254330-1,Acanthaceae,Meiosperma,debile,,False,Justicia debilis
7036225.0,869,Acanthus ilicifolius,44873-1,Acanthaceae,Acanthus,ilicifolius,,True,Acanthus ilicifolius
6752215.0,815,Neuracanthus africanus,52582-1,Acanthaceae,Neuracanthus,africanus,,False,Neuracanthus africanus
6756313.0,580,Barleria gracilispina,77109564-1,Acanthaceae,Barleria,gracilispina,,False,Barleria gracilispina
12896034.0,843,Schaueria calytricha,77165481-1,Acanthaceae,Schaueria,calytricha,,False,Schaueria flavicoma
4502528.0,822,Acanthopsis glauca,44832-1,Acanthaceae,Acanthopsis,glauca,,False,Acanthopsis glauca
5158953.0,771,Blepharis subvolubilis,46600-1,Acanthaceae,Blepharis,subvolubilis,,False,Blepharis subvolubilis
5667446.0,805,Whitfieldia colorata,56554-1,Acanthaceae,Whitfieldia,colorata,,False,Whitfieldia colorata
5667442.0,813,Ruellia primuloides,54450-1,Acanthaceae,Ruellia,primuloides,,False,Ruellia primuloides
6720561.0,793,Dianthera americana,78915-2,Acanthaceae,Dianthera,americana,,False,Justicia americana
4084587.0,771,Blepharis sp.,46487-1,Acanthaceae,Blepharis,,,True,Blepharis furcata
8165725.0,736,Hypoestes forskaolii,941349-1,Acanthaceae,Hypoestes,forskaolii,,False,Hypoestes forskaolii
3768345.0,777,Thunbergia neglecta,56370-1,Acanthaceae,Thunbergia,neglecta,,False,Thunbergia neglecta
16919783.0,852,Strobilanthes ciliata,55601-1,Acanthaceae,Strobilanthes,ciliata,,False,Strobilanthes ciliata
9809621.0,911,Lepidagathis alopecuroidea,51951-1,Acanthaceae,Lepidagathis,alopecuroidea,,False,Lepidagathis lanceolata
4502286.0,772,Anisotes rogersii,45342-1,Acanthaceae,Anisotes,rogersii,,False,Anisotes rogersii
19257439.0,800,Dicliptera paniculata,77079550-1,Acanthaceae,Dicliptera,paniculata,,False,Dicliptera paniculata
10249597.0,843,Justicia cuneata,50578-1,Acanthaceae,Justicia,cuneata,,True,Justicia cuneata
6212991.0,939,Thunbergia coccinea,60460291-2,Acanthaceae,Thunbergia,coccinea,,False,Thunbergia coccinea
6188419.0,748,Justicia diclipteroides,50627-1,Acanthaceae,Justicia,diclipteroides,,False,Justicia diclipteroides
15057189,839,Dyschoriste linearis,48146-1,Acanthaceae,Dyschoriste,linearis,,False,Dyschoriste linearis
5667439,817,Mendoncia combretoides,52302-1,Acanthaceae,Mendoncia,combretoides,,False,Mendoncia combretoides
15791106.0,861,Justicia latiflora,50982-1,Acanthaceae,Justicia,latiflora,,False,Justicia latiflora
3768346,777,Nicoteba betonica,52612-1,Acanthaceae,Nicoteba,betonica,,False,Justicia betonica
4626089.0,808,Barleria prionitis,46147-1,Acanthaceae,Barleria,prionitis,,False,Barleria prionitis
3768375,765,Dyschoriste hildebrandtii var. hildebrandtii,77229671-1,Acanthaceae,Dyschoriste,hildebrandtii,hildebrandtii,False,Dyschoriste rogersii
4084579,771,Acanthopsis hoffmannseggiana,44833-1,Acanthaceae,Acanthopsis,hoffmannseggiana,,False,Acanthopsis hoffmannseggiana
3900021,782,Tetramerium nervosum,56148-1,Acanthaceae,Tetramerium,nervosum,,False,Tetramerium nervosum
16719690,870,Pseuderanthemum polyanthum,53315-1,Acanthaceae,Pseuderanthemum,polyanthum,,False,Pseuderanthemum polyanthum
3299771.0,739,Barleria oenotheroides,46114-1,Acanthaceae,Barleria,oenotheroides,,False,Barleria oenotheroides
3931732,730,Nelsonia canescens,52558-1,Acanthaceae,Nelsonia,canescens,,False,Nelsonia canescens
4187263,771,Pseuderanthemum hildebrandtii,53257-1,Acanthaceae,Pseuderanthemum,hildebrandtii,,False,Pseuderanthemum hildebrandtii
4130419.0,710,Justicia valerii,133156-2,Acanthaceae,Justicia,valerii,,False,Justicia valerii
3882836.0,784,Thunbergia grandiflora,117460-3,Acanthaceae,Thunbergia,grandiflora,,False,Thunbergia grandiflora
5667437,828,Justicia guineensis,77115495-1,Acanthaceae,Justicia,guineensis,,False,Justicia guineensis
3768420,694,Rostellularia prostrata,53736-1,Acanthaceae,Rostellularia,prostrata,,True,Justicia prostrata
3717837.0,614,Bravaisia berlandieriana,273458-2,Acanthaceae,Bravaisia,berlandieriana,,False,Bravaisia berlandieriana
3768330,771,Barleria meyeriana,46080-1,Acanthaceae,Barleria,meyeriana,,False,Barleria meyeriana
7338994.0,835,Asystasia gangetica,45742-1,Acanthaceae,Asystasia,gangetica,,False,Asystasia gangetica
5350214.0,813,Barleria macrostegia,46067-1,Acanthaceae,Barleria,macrostegia,,False,Barleria macrostegia
15079957,838,Thunbergia erecta,56259-1,Acanthaceae,Thunbergia,erecta,,True,Thunbergia erecta
15079870.0,828,Dianthera pectoralis,47290-1,Acanthaceae,Dianthera,pectoralis,,False,Dianthera pectoralis
17776452,827,Dicliptera sp.,331554-2,Acanthaceae,Dicliptera,,,False,Dicliptera sp.
3899951.0,769,Carlowrightia arizonica,46826-1,Acanthaceae,Carlowrightia,arizonica,,False,Carlowrightia arizonica
7186614,548,Barleria cristata,45927-1,Acanthaceae,Barleria,cristata,,True,Barleria cristata
3899888.0,782,Justicia salma-margaritae,77088434-1,Acanthaceae,Justicia,salma-margaritae,,False,Justicia salma-margaritae
4626102.0,802,Barleria strigosa,46236-1,Acanthaceae,Barleria,strigosa,,False,Barleria strigosa
8244202.0,722,Barleria angustiloba,45846-1,Acanthaceae,Barleria,angustiloba,,False,Barleria angustiloba
5667445.0,828,Sclerochiton vogelii,55005-1,Acanthaceae,Sclerochiton,vogelii,,False,Sclerochiton vogelii
3501609.0,746,Ruttya fruticosa,54838-1,Acanthaceae,Ruttya,fruticosa,,False,Ruttya fruticosa
15080150,845,Avicennia germinans,861125-1,Acanthaceae,Avicennia,germinans,,False,Avicennia germinans
9749291,759,Justicia potamogeton,133056-2,Acanthaceae,Justicia,potamogeton,,False,Justicia potamogeton
7036218.0,869,Avicennia officinalis,861138-1,Acanthaceae,Avicennia,officinalis,,False,Avicennia officinalis
3856545,771,Rhinacanthus xerophilus,53571-1,Acanthaceae,Rhinacanthus,xerophilus,,False,Rhinacanthus cf. xerophilus
5667441,749,Pseuderanthemum tunicatum,53353-1,Acanthaceae,Pseuderanthemum,tunicatum,,False,Pseuderanthemum tunicatum
3501361.0,771,Thunbergia lancifolia,56337-1,Acanthaceae,Thunbergia,lancifolia,,False,Thunbergia lancifolia
5158771,774,Justicia ladanoides,50951-1,Acanthaceae,Justicia,ladanoides,,False,Asystasia schimperi
3899868.0,782,Dianthera candicans,1123723-2,Acanthaceae,Dianthera,candicans,,False,Justicia candicans
3243121,778,Justicia arborescens,302584-2,Acanthaceae,Justicia,arborescens,,False,Justicia arborecens
8136994.0,726,Asystasia mysorensis,45766-1,Acanthaceae,Asystasia,mysorensis,,False,Asystasia mysorensis
6756140,697,Barleria delamerei,45937-1,Acanthaceae,Barleria,delamerei,,False,Barleria spinisepala
4363868.0,600,Crossandra infundibuliformis,47014-1,Acanthaceae,Crossandra,infundibuliformis,,False,Crossandra infundibuliformis
8165703.0,729,Crabbea velutina,46982-1,Acanthaceae,Crabbea,velutina,,False,Crabbea velutina
15079966,835,Acanthus montanus,44894-1,Acanthaceae,Acanthus,montanus,,False,Acanthus montanus
4130695.0,784,Ruellia stemonacanthoides,54612-1,Acanthaceae,Ruellia,stemonacanthoides,,False,Ruellia stemonacanthoides
3863663.0,777,Avicennia germinans,861125-1,Acanthaceae,Avicennia,germinans,,False,Avicennia germinans
3899914.0,782,Elytraria imbricata,1167021-2,Acanthaceae,Elytraria,imbricata,,False,Elytraria imbricata
5158890.0,761,Blepharis integrifolia,46538-1,Acanthaceae,Blepharis,integrifolia,,False,Blepharis integrifolia
4225360.0,827,Hygrophila polysperma,49756-1,Acanthaceae,Hygrophila,polysperma,,False,Hygrophila polysperma
12896042,834,Fittonia albivenis,105033-2,Acanthaceae,Fittonia,albivenis,,False,Fittonia albivenis
17776467,812,Ruellia sp.,326011-2,Acanthaceae,Ruellia,,,False,Ruellia sp.
5349166.0,700,Hypoestes phyllostachya,49962-1,Acanthaceae,Hypoestes,phyllostachya,,False,Hypoestes phyllostachya
4501972,784,Anisotes rogersii,45342-1,Acanthaceae,Anisotes,rogersii,,False,Anisotes rogersii
4225356.0,819,Strobilanthes cusia,55627-1,Acanthaceae,Strobilanthes,cusia,,False,Baphicacanthus cusia
12896051,817,Louteridium costaricense,144065-2,Acanthaceae,Louteridium,costaricense,,False,Louteridium costaricense
8136995.0,697,Asystasia mysorensis,45766-1,Acanthaceae,Asystasia,mysorensis,,False,Asystasia mysorensis
5158856,789,Crabbea cirsioides,46969-1,Acanthaceae,Crabbea,cirsioides,,False,Crabbea hirsuta
15791218,882,Pseuderanthemum latifolium,947004-1,Acanthaceae,Pseuderanthemum,latifolium,,False,Pseuderanthemum latifolium
5667435,806,Justicia maxima,51115-1,Acanthaceae,Justicia,maxima,,False,Justicia baronii
3899988.0,652,Justicia pacifica,51269-1,Acanthaceae,Justicia,pacifica,,False,Justicia caudata
1368663.0,769,Justicia adhatodoides,945728-1,Acanthaceae,Justicia,adhatodoides,,False,Duvernoia adhatodoides
13423541.0,747,Staurogyne elongata,55236-1,Acanthaceae,Staurogyne,elongata,,False,Staurogyne elongata
3856517.0,761,Ecbolium glabratum,938348-1,Acanthaceae,Ecbolium,glabratum,,False,Ecbolium glabratum
3751562.0,771,Justicia campylostemon,50440-1,Acanthaceae,Justicia,campylostemon,,False,Justicia camylostemon
9809627.0,901,Ruellia humboldtiana,54157-1,Acanthaceae,Ruellia,humboldtiana,,False,Ruellia humboldtiana
3967227.0,771,Barleria spinulosa subsp. kirkii,77147139-1,Acanthaceae,Barleria,spinulosa,kirkii,False,Barleria kirkii
