Locus,gene,mol_type,Len,sci_name,kew_id,family,genus,species,infraspecies,Duplicates,Ini_sci_name,TaxID
NC_080986.1,16S ribosomal RNA,genomic DNA,1491,Dicliptera tinctoria,47708-1,Acanthaceae,Dicliptera,tinctoria,,False,Dicliptera tinctoria,3056920
MK833947.1,16S ribosomal RNA,genomic DNA,1491,Dicliptera tomentosa,47709-1,Acanthaceae,Dicliptera,tomentosa,,False,Dicliptera ruiziana,2565900
MW482858.1,16S ribosomal RNA,genomic DNA,1490,Ecbolium viride,48609-1,Acanthaceae,Ecbolium,viride,,False,Ecbolium viride,478911
NC_079916.1,16S ribosomal RNA,genomic DNA,1490,Ecbolium viride,48609-1,Acanthaceae,Ecbolium,viride,,False,Ecbolium viride,478911
NC_039762.1,rrn16,genomic DNA,1491,Echinacanthus attenuatus,48619-1,Acanthaceae,Echinacanthus,attenuatus,,False,Echinacanthus attenuatus,1204778
NC_035876.1,16S ribosomal RNA,genomic DNA,1555,Echinacanthus lofuensis,978948-1,Acanthaceae,Echinacanthus,lofuensis,,False,Echinacanthus lofuensis,2029165
NC_039761.1,rrn16,genomic DNA,1555,Echinacanthus longipes,929098-1,Acanthaceae,Echinacanthus,longipes,,False,Echinacanthus longipes,1279188
NC_039678.1,rrn16,genomic DNA,1491,Echinacanthus longzhouensis,929099-1,Acanthaceae,Echinacanthus,longzhouensis,,False,Echinacanthus longzhouensis,2079031
PV915200.1,16S ribosomal RNA,genomic DNA,1491,Hygrophila polysperma,49756-1,Acanthaceae,Hygrophila,polysperma,,False,Hygrophila polysperma,693374
NC_080349.1,rrn16,genomic DNA,1491,Hygrophila ringens,60454721-2,Acanthaceae,Hygrophila,ringens,,False,Hygrophila ringens,521743
OQ871461.1,16S ribosomal RNA,genomic DNA,1491,Hygrophila ringens,60454721-2,Acanthaceae,Hygrophila,ringens,,False,Hygrophila ringens,521743
OQ984266.1,16S ribosomal RNA,genomic DNA,1491,Hygrophila sp.,30016608-2,Acanthaceae,Hygrophila,,,False,Hygrophila sp. in: eudicots,3054422
NC_070062.1,16S ribosomal RNA,genomic DNA,1490,Hypoestes forskaolii,941349-1,Acanthaceae,Hypoestes,forskaolii,,False,Hypoestes forskaolii,13571
ON398071.1,rrn16,genomic DNA,1490,Hypoestes forskaolii,941349-1,Acanthaceae,Hypoestes,forskaolii,,False,Hypoestes forskaolii,13571
NC_044862.1,rrn16,genomic DNA,1490,Justicia flava,50728-1,Acanthaceae,Justicia,flava,,True,Justicia flava,2038526
MN848252.1,16S ribosomal RNA,genomic DNA,1491,Justicia gendarussa,50766-1,Acanthaceae,Justicia,gendarussa,,True,Justicia gendarussa,714472
NC_080241.1,16S ribosomal RNA,genomic DNA,1491,Justicia gendarussa,50766-1,Acanthaceae,Justicia,gendarussa,,True,Justicia gendarussa,714472
NC_080240.1,16S ribosomal RNA,genomic DNA,1491,Justicia grossa,50819-1,Acanthaceae,Justicia,grossa,,False,Justicia grossa,1685547
MN848251.1,16S ribosomal RNA,genomic DNA,1491,Justicia grossa,50819-1,Acanthaceae,Justicia,grossa,,False,Justicia grossa,1685547
NC_080236.1,16S ribosomal RNA,genomic DNA,1491,Justicia latiflora,50982-1,Acanthaceae,Justicia,latiflora,,False,Justicia latiflora,1685548
MN848246.1,rrn16,genomic DNA,1491,Justicia latiflora,50982-1,Acanthaceae,Justicia,latiflora,,False,Justicia latiflora,1685548
NC_044668.1,rrn16,genomic DNA,1491,Justicia leptostachya,51000-1,Acanthaceae,Justicia,leptostachya,,True,Justicia leptostachya,1685549
MN885665.1,16S ribosomal RNA,genomic DNA,1491,Justicia lianshanica,995111-1,Acanthaceae,Justicia,lianshanica,,False,Justicia lianshanica,3040089
NC_080243.1,16S ribosomal RNA,genomic DNA,1491,Justicia lianshanica,995111-1,Acanthaceae,Justicia,lianshanica,,False,Justicia lianshanica,3040089
MN848248.1,16S ribosomal RNA,genomic DNA,1491,Justicia patentiflora,51299-1,Acanthaceae,Justicia,patentiflora,,False,Justicia patentiflora,1685551
NC_080238.1,16S ribosomal RNA,genomic DNA,1491,Justicia patentiflora,51299-1,Acanthaceae,Justicia,patentiflora,,False,Justicia patentiflora,1685551
MN848243.1,16S ribosomal RNA,genomic DNA,1491,Justicia quadrifaria,51438-1,Acanthaceae,Justicia,quadrifaria,,False,Justicia quadrifaria,1685553
NC_080234.1,16S ribosomal RNA,genomic DNA,1491,Justicia quadrifaria,51438-1,Acanthaceae,Justicia,quadrifaria,,False,Justicia quadrifaria,1685553
NC_080239.1,16S ribosomal RNA,genomic DNA,1491,Justicia vagabunda,51797-1,Acanthaceae,Justicia,vagabunda,,False,Justicia vagabunda,1685555
MN848250.1,16S ribosomal RNA,genomic DNA,1491,Justicia vagabunda,51797-1,Acanthaceae,Justicia,vagabunda,,False,Justicia vagabunda,1685555
PQ576719.1,16S ribosomal RNA,genomic DNA,1491,Lepidagathis incurva,52022-1,Acanthaceae,Lepidagathis,incurva,,False,Lepidagathis incurva,1685556
MN848244.1,16S ribosomal RNA,genomic DNA,1491,Nicoteba betonica,52612-1,Acanthaceae,Nicoteba,betonica,,False,Justicia betonica,141318
NC_080235.1,16S ribosomal RNA,genomic DNA,1491,Nicoteba betonica,52612-1,Acanthaceae,Nicoteba,betonica,,False,Justicia betonica,141318
OP546128.1,16S ribosomal RNA,genomic DNA,1491,Pachystachys lutea,52814-1,Acanthaceae,Pachystachys,lutea,,False,Pachystachys lutea,76374
NC_070340.1,16S ribosomal RNA,genomic DNA,1491,Pachystachys lutea,52814-1,Acanthaceae,Pachystachys,lutea,,False,Pachystachys lutea,76374
MT747169.1,rrn16,genomic DNA,1564,Pseuderanthemum haikangense,53254-1,Acanthaceae,Pseuderanthemum,haikangense,,False,Pseuderanthemum haikangense,2816899
NC_057986.1,16S ribosomal RNA,genomic DNA,1564,Pseuderanthemum haikangense,53254-1,Acanthaceae,Pseuderanthemum,haikangense,,False,Pseuderanthemum haikangense,2816899
MN885664.1,16S ribosomal RNA,genomic DNA,1491,Rostellularia humilis,53720-1,Acanthaceae,Rostellularia,humilis,,False,Justicia demissa,1685546
NC_080242.1,16S ribosomal RNA,genomic DNA,1491,Rostellularia humilis,53720-1,Acanthaceae,Rostellularia,humilis,,False,Justicia demissa,1685546
NC_080237.1,16S ribosomal RNA,genomic DNA,1491,Rostellularia procumbens,53735-1,Acanthaceae,Rostellularia,procumbens,,False,Rostellularia mollissima,3040088
MN848247.1,16S ribosomal RNA,genomic DNA,1491,Rostellularia procumbens,53735-1,Acanthaceae,Rostellularia,procumbens,,False,Rostellularia mollissima,3040088
ON553916.1,16S ribosomal RNA,genomic DNA,1360,Staurogyne concinnula,55219-1,Acanthaceae,Staurogyne,concinnula,,False,Staurogyne concinnula,640501
NC_064996.1,rrn16,genomic DNA,1360,Staurogyne concinnula,55219-1,Acanthaceae,Staurogyne,concinnula,,False,Staurogyne concinnula,640501
MW044601.1,rrn16,genomic DNA,1491,Strobilanthes biocullata,77112221-1,Acanthaceae,Strobilanthes,biocullata,,False,Strobilanthes biocullata,2824936
NC_060347.1,16S ribosomal RNA,genomic DNA,1491,Strobilanthes biocullata,77112221-1,Acanthaceae,Strobilanthes,biocullata,,False,Strobilanthes biocullata,2824936
NC_084379.1,rrn16,genomic DNA,1491,Strobilanthes dalzielii,55635-1,Acanthaceae,Strobilanthes,dalzielii,,False,Strobilanthes dalzielii,3065487
OR713747.1,16S ribosomal RNA,genomic DNA,1491,Strobilanthes dalzielii,55635-1,Acanthaceae,Strobilanthes,dalzielii,,False,Strobilanthes dalzielii,3065487
NC_066801.1,rrn16,genomic DNA,1491,Strobilanthes lupulina,55793-1,Acanthaceae,Strobilanthes,lupulina,,False,Strobilanthes lupulina,259420
MW802211.1,rrn16,genomic DNA,1491,Strobilanthes lupulina,55793-1,Acanthaceae,Strobilanthes,lupulina,,False,Strobilanthes lupulina,259420
MW802212.1,rrn16,genomic DNA,1491,Strobilanthes sp.,327189-2,Acanthaceae,Strobilanthes,,,False,Strobilanthes sp. RMRNR-2022a,2978118
MW525447.1,rrn16,genomic DNA,1491,Strobilanthes tonkinensis,55986-1,Acanthaceae,Strobilanthes,tonkinensis,,False,Strobilanthes tonkinensis,2792840
NC_059902.1,rrn16,genomic DNA,1491,Strobilanthes tonkinensis,55986-1,Acanthaceae,Strobilanthes,tonkinensis,,False,Strobilanthes tonkinensis,2792840
MZ555773.1,rrn16,genomic DNA,1491,Thunbergia erecta,56259-1,Acanthaceae,Thunbergia,erecta,,True,Thunbergia erecta,76287
NC_010093.1,rrn16,genomic DNA,1491,Acorus americanus,84002-1,Acoraceae,Acorus,americanus,,False,Acorus calamus var. americanus,263995
MT755635.1,rrn16,genomic DNA,1491,Acorus calamus,84009-1,Acoraceae,Acorus,calamus,,False,Acorus calamus,4465
MN175740.1,16S ribosomal RNA,genomic DNA,1491,Acorus gramineus,84019-1,Acoraceae,Acorus,gramineus,,False,Acorus gramineus,55184
OR538546.1,16S ribosomal RNA,genomic DNA,1491,Actinidia arguta,316460-1,Actinidiaceae,Actinidia,arguta,,False,Actinidia arguta,64478
NC_034913.1,rrn16,genomic DNA,1490,Actinidia arguta,316460-1,Actinidiaceae,Actinidia,arguta,,False,Actinidia arguta,64478
NC_043861.1,rrn16,genomic DNA,1490,Actinidia callosa var. henryi,77249759-1,Actinidiaceae,Actinidia,callosa,henryi,False,Actinidia callosa var. henryi,165782
MT700484.1,rrn16,genomic DNA,1490,Actinidia callosa var. strigillosa,918174-1,Actinidiaceae,Actinidia,callosa,strigillosa,False,Actinidia callosa var. strigillosa,165785
ON880467.1,16S ribosomal RNA,genomic DNA,1491,Actinidia chinensis,828396-1,Actinidiaceae,Actinidia,chinensis,,False,Actinidia chinensis,3625
MT712168.1,rrn16,genomic DNA,1491,Actinidia chinensis,828396-1,Actinidiaceae,Actinidia,chinensis,,False,Actinidia chinensis,3625
ON880466.1,rrn16,genomic DNA,1491,Actinidia chinensis var. deliciosa,60458895-2,Actinidiaceae,Actinidia,chinensis,deliciosa,False,Actinidia deliciosa,3627
NC_026691.1,16S ribosomal RNA,genomic DNA,1491,Actinidia chinensis var. deliciosa,60458895-2,Actinidiaceae,Actinidia,chinensis,deliciosa,False,Actinidia deliciosa,3627
MN326319.1,16S ribosomal RNA,genomic DNA,1491,Actinidia chinensis var. setosa,77249955-1,Actinidiaceae,Actinidia,chinensis,setosa,False,Actinidia setosa,64481
NC_051881.1,16S ribosomal RNA,genomic DNA,1491,Actinidia chinensis var. setosa,77249955-1,Actinidiaceae,Actinidia,chinensis,setosa,False,Actinidia setosa,64481
MK550716.1,16S ribosomal RNA,genomic DNA,1490,Actinidia cylindrica,903436-1,Actinidiaceae,Actinidia,cylindrica,,False,Actinidia cylindrica,165704
MW038822.1,rrn16,genomic DNA,1491,Actinidia cylindrica var. cylindrica,77227650-1,Actinidiaceae,Actinidia,cylindrica,cylindrica,False,Actinidia cylindrica var. cylindrica,222490
MT982434.1,16S ribosomal RNA,genomic DNA,1490,Actinidia cylindrica var. reticulata,916756-1,Actinidiaceae,Actinidia,cylindrica,reticulata,False,Actinidia cylindrica var. reticulata,165784
NC_034914.1,rrn16,genomic DNA,1490,Actinidia eriantha,828399-1,Actinidiaceae,Actinidia,eriantha,,False,Actinidia eriantha,165200
MN540960.1,16S ribosomal RNA,genomic DNA,1491,Actinidia fulvicoma,828400-1,Actinidiaceae,Actinidia,fulvicoma,,False,Actinidia fulvicoma,165705
NC_051888.1,16S ribosomal RNA,genomic DNA,1491,Actinidia fulvicoma,828400-1,Actinidiaceae,Actinidia,fulvicoma,,False,Actinidia fulvicoma,165705
MT740251.1,16S ribosomal RNA,genomic DNA,1491,Actinidia hemsleyana,316468-1,Actinidiaceae,Actinidia,hemsleyana,,False,Actinidia hemsleyana,165707
NC_051879.1,16S ribosomal RNA,genomic DNA,1491,Actinidia hemsleyana,316468-1,Actinidiaceae,Actinidia,hemsleyana,,False,Actinidia hemsleyana,165707
MT755628.1,rrn16,genomic DNA,1490,Actinidia hubeiensis,980124-1,Actinidiaceae,Actinidia,hubeiensis,,False,Actinidia hubeiensis,222502
MT974475.1,16S ribosomal RNA,genomic DNA,1490,Actinidia indochinensis,56889-1,Actinidiaceae,Actinidia,indochinensis,,True,Actinidia indochinensis,165709
NC_034915.1,rrn16,genomic DNA,1490,Actinidia kolomikta,828402-1,Actinidiaceae,Actinidia,kolomikta,,False,Actinidia kolomikta,165710
MK370725.1,rrn16,genomic DNA,1490,Actinidia lanceolata,316473-1,Actinidiaceae,Actinidia,lanceolata,,False,Actinidia lanceolata,165201
NC_046507.1,rrn16,genomic DNA,1490,Actinidia lanceolata,316473-1,Actinidiaceae,Actinidia,lanceolata,,False,Actinidia lanceolata,165201
MT740252.1,16S ribosomal RNA,genomic DNA,1491,Actinidia latifolia,316474-1,Actinidiaceae,Actinidia,latifolia,,False,Actinidia latifolia,165711
MW057417.1,16S ribosomal RNA,genomic DNA,1491,Actinidia latifolia,316474-1,Actinidiaceae,Actinidia,latifolia,,False,Actinidia latifolia,165711
NC_066502.1,16S ribosomal RNA,genomic DNA,1491,Actinidia lijiangensis,937106-1,Actinidiaceae,Actinidia,lijiangensis,,False,Actinidia lijiangensis,222504
ON584555.1,16S ribosomal RNA,genomic DNA,1491,Actinidia lijiangensis,937106-1,Actinidiaceae,Actinidia,lijiangensis,,False,Actinidia lijiangensis,222504
MN520000.1,16S ribosomal RNA,genomic DNA,1491,Actinidia macrosperma,903444-1,Actinidiaceae,Actinidia,macrosperma,,False,Actinidia macrosperma,165712
NC_051887.1,16S ribosomal RNA,genomic DNA,1491,Actinidia macrosperma,903444-1,Actinidiaceae,Actinidia,macrosperma,,False,Actinidia macrosperma,165712
MK863365.1,16S ribosomal RNA,genomic DNA,1491,Actinidia melanandra,828403-1,Actinidiaceae,Actinidia,melanandra,,False,Actinidia melanandra,165713
PV243864.1,16S ribosomal RNA,genomic DNA,1491,Actinidia melanandra,828403-1,Actinidiaceae,Actinidia,melanandra,,False,Actinidia melanandra,165713
NC_031186.1,rrn16,genomic DNA,1491,Actinidia polygama,60472666-2,Actinidiaceae,Actinidia,polygama,,False,Actinidia polygama,64480
NC_053769.1,16S ribosomal RNA,genomic DNA,1491,Actinidia rubus,316482-1,Actinidiaceae,Actinidia,rubus,,False,Actinidia rubus,2781649
MN652056.1,rrn16,genomic DNA,1491,Actinidia rubus,316482-1,Actinidiaceae,Actinidia,rubus,,False,Actinidia rubus,2781649
NC_039973.1,rrn16,genomic DNA,1491,Actinidia rufa,828407-1,Actinidiaceae,Actinidia,rufa,,False,Actinidia rufa,165716
MN627226.1,rrn16,genomic DNA,1491,Actinidia styracifolia,903447-1,Actinidiaceae,Actinidia,styracifolia,,False,Actinidia styracifolia,165718
PQ789263.1,rrn16,genomic DNA,1491,Actinidia suberifolia,56906-1,Actinidiaceae,Actinidia,suberifolia,,False,Actinidia suberifolia,1286524
NC_031187.1,rrn16,genomic DNA,1491,Actinidia tetramera,828410-1,Actinidiaceae,Actinidia,tetramera,,False,Actinidia tetramera,1735015
MN602331.1,rrn16,genomic DNA,1491,Actinidia valvata,316485-1,Actinidiaceae,Actinidia,valvata,,False,Actinidia valvata,165719
MT982435.1,rrn16,genomic DNA,1491,Actinidia valvata,316485-1,Actinidiaceae,Actinidia,valvata,,False,Actinidia valvata,165719
NC_046477.1,rrn16,genomic DNA,1490,Actinidia zhejiangensis,899088-1,Actinidiaceae,Actinidia,zhejiangensis,,False,Actinidia zhejiangensis,165720
MK318825.1,rrn16,genomic DNA,1490,Actinidia zhejiangensis,899088-1,Actinidiaceae,Actinidia,zhejiangensis,,False,Actinidia zhejiangensis,165720
PQ766598.1,16S ribosomal RNA,genomic DNA,1491,Aizoon canariense,360472-1,Aizoaceae,Aizoon,canariense,,True,Aizoon canariense,215926
MK904578.1,rrn16,genomic DNA,1491,Sesuvium portulacastrum,235145-2,Aizoaceae,Sesuvium,portulacastrum,,False,Sesuvium portulacastrum,221166
MW539047.1,16S ribosomal RNA,genomic DNA,1491,Sesuvium sesuvioides,58075-1,Aizoaceae,Sesuvium,sesuvioides,,False,Sesuvium sesuvioides,216017
NC_070250.1,16S ribosomal RNA,genomic DNA,1491,Sesuvium sesuvioides,58075-1,Aizoaceae,Sesuvium,sesuvioides,,False,Sesuvium sesuvioides,216017
NC_036991.1,rrn16,genomic DNA,1491,Tetragonia tetragonoides,364795-1,Aizoaceae,Tetragonia,tetragonoides,,False,Tetragonia tetragonoides,45318
OM629190.1,16S ribosomal RNA,genomic DNA,1490,Bretschneidera sinensis,782165-1,Akaniaceae,Bretschneidera,sinensis,,False,Bretschneidera sinensis,28529
OM629191.1,16S ribosomal RNA,genomic DNA,1490,Bretschneidera sinensis,782165-1,Akaniaceae,Bretschneidera,sinensis,,False,Bretschneidera sinensis,28529
NC_044108.1,rrn16,genomic DNA,1491,Alisma plantago-aquatica,30019518-2,Alismataceae,Alisma,plantago-aquatica,,False,Alisma plantago-aquatica,15000
OR522698.1,16S ribosomal RNA,genomic DNA,1491,Alisma plantago-aquatica subsp. orientale,60444562-2,Alismataceae,Alisma,plantago-aquatica,orientale,False,Alisma plantago-aquatica subsp. orientale,262913
OR773541.1,16S ribosomal RNA,genomic DNA,1491,Alisma plantago-aquatica subsp. orientale,60444562-2,Alismataceae,Alisma,plantago-aquatica,orientale,False,Alisma plantago-aquatica subsp. orientale,262913
PV541173.1,16S ribosomal RNA,genomic DNA,1491,Alisma wahlenbergii,60449258-2,Alismataceae,Alisma,wahlenbergii,,False,Alisma wahlenbergii,365735
MH262300.2,rrn16,genomic DNA,1488,Caldesia grandis,58292-1,Alismataceae,Caldesia,grandis,,False,Caldesia grandis,349097
NC_045925.1,rrn16,genomic DNA,1488,Caldesia grandis,58292-1,Alismataceae,Caldesia,grandis,,False,Caldesia grandis,349097
NC_045926.1,16S ribosomal RNA,genomic DNA,1488,Caldesia parnassifolia,58293-1,Alismataceae,Caldesia,parnassifolia,,False,Caldesia parnassifolia,217073
MH262301.2,rrn16,genomic DNA,1488,Caldesia parnassifolia,58293-1,Alismataceae,Caldesia,parnassifolia,,False,Caldesia parnassifolia,217073
NC_067603.1,rrn16,genomic DNA,1488,Sagittaria graminea,225249-2,Alismataceae,Sagittaria,graminea,,False,Sagittaria graminea,146149
OL351264.1,16S ribosomal RNA,genomic DNA,1488,Sagittaria graminea,225249-2,Alismataceae,Sagittaria,graminea,,False,Sagittaria graminea,146149
NC_044119.1,rrn16,genomic DNA,1488,Sagittaria trifolia,58596-1,Alismataceae,Sagittaria,trifolia,,False,Sagittaria trifolia,63789
NC_025333.1,rrn16,genomic DNA,1491,Luzuriaga radicans,279952-2,Alstroemeriaceae,Luzuriaga,radicans,,False,Luzuriaga radicans,59097
OP005526.1,16S ribosomal RNA,genomic DNA,1491,Liquidambar acalycina,430700-1,Altingiaceae,Liquidambar,acalycina,,False,Liquidambar acalycina,63358
ON729381.1,16S ribosomal RNA,genomic DNA,1491,Liquidambar acalycina,430700-1,Altingiaceae,Liquidambar,acalycina,,False,Liquidambar acalycina,63358
ON729379.1,16S ribosomal RNA,genomic DNA,1491,Liquidambar caudata,77134707-1,Altingiaceae,Liquidambar,caudata,,False,Semiliquidambar caudata,366472
ON729376.1,16S ribosomal RNA,genomic DNA,1491,Liquidambar chinensis,430707-1,Altingiaceae,Liquidambar,chinensis,,False,Liquidambar chinensis,3020272
OP005521.1,16S ribosomal RNA,genomic DNA,1491,Liquidambar chinensis,430707-1,Altingiaceae,Liquidambar,chinensis,,False,Liquidambar chinensis,3020272
ON729378.1,16S ribosomal RNA,genomic DNA,1491,Liquidambar chingii,77134708-1,Altingiaceae,Liquidambar,chingii,,False,Semiliquidambar cathayensis,99446
NC_046483.1,rrn16,genomic DNA,1490,Liquidambar chingii,77134708-1,Altingiaceae,Liquidambar,chingii,,False,Semiliquidambar cathayensis,99446
NC_048995.1,rrn16,genomic DNA,1491,Liquidambar excelsa,58631-1,Altingiaceae,Liquidambar,excelsa,,False,Liquidambar excelsa,64109
MN106247.1,16S ribosomal RNA,genomic DNA,1491,Liquidambar excelsa,58631-1,Altingiaceae,Liquidambar,excelsa,,False,Liquidambar excelsa,64109
OL628764.1,16S ribosomal RNA,genomic DNA,1491,Liquidambar formosana,430709-1,Altingiaceae,Liquidambar,formosana,,False,Liquidambar formosana,63359
ON729380.1,16S ribosomal RNA,genomic DNA,1491,Liquidambar formosana,430709-1,Altingiaceae,Liquidambar,formosana,,False,Liquidambar formosana,63359
OP142687.1,rrn16,genomic DNA,1491,Liquidambar multinervis,77134710-1,Altingiaceae,Liquidambar,multinervis,,False,Liquidambar multinervis,3024860
NC_071836.1,16S ribosomal RNA,genomic DNA,1491,Liquidambar multinervis,77134710-1,Altingiaceae,Liquidambar,multinervis,,False,Liquidambar multinervis,3024860
NC_046937.1,rrn16,genomic DNA,1490,Liquidambar orientalis,430714-1,Altingiaceae,Liquidambar,orientalis,,False,Liquidambar orientalis,63360
MT079214.1,rrn16,genomic DNA,1490,Liquidambar orientalis,430714-1,Altingiaceae,Liquidambar,orientalis,,False,Liquidambar orientalis,63360
OP142688.1,16S ribosomal RNA,genomic DNA,1491,Liquidambar siamensis,77134713-1,Altingiaceae,Liquidambar,siamensis,,False,Liquidambar siamensis,159571
NC_071837.1,16S ribosomal RNA,genomic DNA,1491,Liquidambar siamensis,77134713-1,Altingiaceae,Liquidambar,siamensis,,False,Liquidambar siamensis,159571
OP005532.1,16S ribosomal RNA,genomic DNA,1491,Liquidambar styraciflua,430718-1,Altingiaceae,Liquidambar,styraciflua,,False,Liquidambar styraciflua,4400
